Product_ID,Category,Sub_Category,Product_Name,Selling_Price_INR,Cost_INR,Stock_Quantity,Product_Rating,Review_Count
P00604,Beauty,Haircare,Vistara Haircare 16,5934.99,3308.27,773,3.5,1918
P00605,Beauty,Haircare,ByteMax Haircare 17,1643.4,905.65,576,3.6,1423
P00606,Beauty,Haircare,FitPro Haircare 18,4741.74,2335.62,303,3.5,3922
P00607,Beauty,Haircare,DailyKart Haircare 19,5240.43,3521.78,578,4.4,1194
P00608,Beauty,Haircare,Zenith Haircare 20,3519.23,1747.21,751,4.2,2611
P00609,Beauty,Haircare,ByteMax Haircare 21,4315.2,2201.57,476,4.8,554
P00610,Beauty,Haircare,HomeEase Haircare 22,1055.28,545.23,722,4.2,3428
P00611,Beauty,Haircare,GlowCare Haircare 23,2054.21,1254.38,724,3.6,3418
P00612,Beauty,Haircare,HomeEase Haircare 24,4122.04,1987.68,988,4.9,3757
P00613,Beauty,Haircare,FitPro Haircare 25,3326.74,1916.21,850,3.8,840
P00614,Beauty,Haircare,NovaTech Haircare 26,1081.08,594.76,141,3.9,1532
P00615,Beauty,Haircare,HomeEase Haircare 27,3261.57,1981.44,389,4.7,4151
P00616,Beauty,Haircare,UrbanNest Haircare 28,4237.25,2994.47,165,3.8,1000
P00617,Beauty,Haircare,ByteMax Haircare 29,872.12,484.58,363,4.1,4076
P00618,Beauty,Haircare,UrbanNest Haircare 30,2444.33,1660.51,631,4.5,1100
P00619,Beauty,Haircare,Aarohi Haircare 31,3403.81,2013.27,875,4.4,4904
P00620,Beauty,Haircare,ByteMax Haircare 32,2164.37,1271.78,876,4.7,2660
P00621,Beauty,Haircare,HomeEase Haircare 33,1332.87,933.36,387,3.4,239
P00622,Beauty,Haircare,GlowCare Haircare 34,1622.67,915.4,199,3.7,4232
P00623,Beauty,Haircare,Vistara Haircare 35,2178.45,1679.48,894,3.8,4027
P00624,Beauty,Haircare,HomeEase Haircare 36,1502.65,914.64,452,4.6,2846
P00625,Beauty,Haircare,Aarohi Haircare 37,5211.1,2507.13,843,3.7,4263
P00626,Beauty,Haircare,FitPro Haircare 38,1226.96,624.04,437,3.9,2708
P00627,Beauty,Haircare,HomeEase Haircare 39,810.87,556.92,933,4.3,2303
P00628,Beauty,Haircare,HomeEase Haircare 40,1662.92,928.24,264,4.7,2155
P00629,Beauty,Haircare,HomeEase Haircare 41,2499.43,1386.45,787,4.2,4855
P00630,Beauty,Haircare,Zenith Haircare 42,5793.62,3016.34,679,4.4,4759
P00631,Beauty,Fragrance,HomeEase Fragrance 01,2640.01,1395.82,578,3.8,1520
P00632,Beauty,Fragrance,HomeEase Fragrance 02,5717.82,2820.7,885,4.5,1196
P00633,Beauty,Fragrance,FitPro Fragrance 03,5125,3662.32,129,3.8,3518
P00634,Beauty,Fragrance,UrbanNest Fragrance 04,4317.68,3209.91,202,4.1,1033
P00635,Beauty,Fragrance,FitPro Fragrance 05,5540.34,2673.28,184,4.7,1699
P00636,Beauty,Fragrance,UrbanNest Fragrance 06,5724.97,3649.17,59,4.5,348
P00637,Beauty,Fragrance,GlowCare Fragrance 07,2566.8,1891.64,111,3.5,1726
P00638,Beauty,Fragrance,NovaTech Fragrance 08,4193.5,2273.94,733,4.2,3183
P00639,Beauty,Fragrance,Aarohi Fragrance 09,3633.41,2011.37,849,3.4,1298
P00640,Beauty,Fragrance,FitPro Fragrance 10,442.78,265.57,289,4.4,4699
P00641,Beauty,Fragrance,Zenith Fragrance 11,1001.49,775.83,81,4.3,3887
P00642,Beauty,Fragrance,NovaTech Fragrance 12,505.56,340.25,316,4.8,860
P00643,Beauty,Fragrance,HomeEase Fragrance 13,701.63,494.98,357,3.5,645
P00644,Beauty,Fragrance,Zenith Fragrance 14,3343.78,2413.99,863,4.8,1606
P00645,Beauty,Fragrance,Zenith Fragrance 15,2869.14,1397.13,444,3.7,4630
P00646,Beauty,Fragrance,Zenith Fragrance 16,1346.52,994.8,759,4.5,432
P00647,Beauty,Fragrance,FitPro Fragrance 17,2011.66,1322.38,201,4.9,632
P00648,Beauty,Fragrance,UrbanNest Fragrance 18,2725.4,1890.97,289,4,2121
P00649,Beauty,Fragrance,ByteMax Fragrance 19,531.73,256.53,969,4.8,2054
P00650,Beauty,Fragrance,GlowCare Fragrance 20,4548.74,2794.21,256,4.4,320
P00651,Beauty,Fragrance,ByteMax Fragrance 21,5681.99,4288.85,234,4.1,3028
P00652,Beauty,Fragrance,Zenith Fragrance 22,2651.75,1707.15,402,4.3,3253
P00653,Beauty,Fragrance,Zenith Fragrance 23,4753.03,3524.88,936,3.9,1759
P00654,Beauty,Fragrance,HomeEase Fragrance 24,5219.53,2618.74,661,4.4,345
P00655,Beauty,Fragrance,Zenith Fragrance 25,3454.49,2044.62,845,3.6,4833
P00656,Beauty,Fragrance,FitPro Fragrance 26,1928.29,1109.79,975,4.2,3646
P00657,Beauty,Fragrance,Aarohi Fragrance 27,1276.95,977.65,466,4.3,604
P00658,Beauty,Fragrance,ByteMax Fragrance 28,2202.1,1108.93,873,4.4,2084
P00659,Beauty,Fragrance,UrbanNest Fragrance 29,2589.16,1334.97,880,3.8,2986
P00660,Beauty,Fragrance,Zenith Fragrance 30,5580.27,3849.61,139,4.1,4930
P00661,Beauty,Fragrance,Zenith Fragrance 31,4201.19,2229.98,924,4.6,3876
P00662,Beauty,Fragrance,FitPro Fragrance 32,2077.97,1120.93,319,3.8,849
P00663,Beauty,Fragrance,ByteMax Fragrance 33,4492.87,2226.39,325,3.5,3175
P00664,Beauty,Fragrance,DailyKart Fragrance 34,1744.25,1237.58,536,3.8,2268
P00665,Beauty,Fragrance,GlowCare Fragrance 35,3228.83,1818.27,576,3.6,859
P00666,Beauty,Fragrance,HomeEase Fragrance 36,760.14,467.55,757,4.3,4045
P00667,Beauty,Fragrance,NovaTech Fragrance 37,1210.4,859.57,711,3.5,3232
P00668,Beauty,Fragrance,Vistara Fragrance 38,4771.77,3056.33,464,3.9,359
P00669,Beauty,Fragrance,Vistara Fragrance 39,5450.89,3065.15,35,3.7,2103
P00670,Beauty,Fragrance,UrbanNest Fragrance 40,1441.38,1081.85,298,3.4,4708
P00671,Beauty,Fragrance,Zenith Fragrance 41,1352.11,775.4,28,4.7,3668
P00672,Beauty,Fragrance,ByteMax Fragrance 42,4235.76,2967.12,518,4.2,4043
P00673,Grocery,Snacks,NovaTech Snacks 01,218.99,170.33,296,3.4,4395
P00674,Grocery,Snacks,Zenith Snacks 02,1935.96,1451.05,645,4,3794
P00675,Grocery,Snacks,ByteMax Snacks 03,503.81,385.18,926,3.5,550
P00676,Grocery,Snacks,DailyKart Snacks 04,2162.8,1680.89,214,3.7,3707
P00677,Grocery,Snacks,HomeEase Snacks 05,1722.15,1321.27,983,4.5,974
P00678,Grocery,Snacks,FitPro  Snacks  06,2328.72,1697.95,881,3.5,135
P00679,Grocery,Snacks,ByteMax Snacks 07,2330.56,1667.76,260,3.4,4192
P00680,Grocery,Snacks,Aarohi Snacks 08,164.08,81.75,47,4.8,206
P00681,Grocery,Snacks,DailyKart Snacks 09,1763.08,997.47,286,4,4036
P00682,Grocery,Snacks,Aarohi Snacks 10,2382.12,1149.11,494,4.1,3243
P00683,Grocery,Snacks,Zenith Snacks 11,2011.13,1054.15,265,3.8,128
P00684,Grocery,Snacks,ByteMax Snacks 12,1055.91,621.92,956,4.1,764
P00685,Grocery,Snacks,Zenith Snacks 13,2047.42,1045.99,615,3.8,2767
P00686,Grocery,Snacks,Aarohi Snacks 14,1771.09,1323.87,192,3.6,772
P00687,Grocery,Snacks,Vistara Snacks 15,1523.16,1027.27,93,4.6,1713
P00688,Grocery,Snacks,UrbanNest Snacks 16,1064.57,816.25,572,4.9,3925
P00689,Grocery,Snacks,GlowCare Snacks 17,1053.78,682.2,803,3.4,2864
P00690,Grocery,Snacks,Aarohi Snacks 18,1519.51,1011.04,187,4.2,2515
P00691,Grocery,Snacks,Zenith Snacks 19,1238.13,660.47,282,4.6,2953
P00692,Grocery,Snacks,DailyKart Snacks 20,2180.1,1599.52,237,4.6,741
P00693,Grocery,Snacks,FitPro Snacks 21,1997.1,1013.45,126,4.8,1761
P00694,Grocery,Snacks,NovaTech Snacks 22,1458.28,864.23,589,4.8,449
P00695,Grocery,Snacks,FitPro Snacks 23,1103.01,619.81,571,3.9,4515
P00696,Grocery,Snacks,GlowCare Snacks 24,2275.05,1227.75,281,4.7,1118
P00697,Grocery,Snacks,Vistara Snacks 25,1629.7,1113.02,580,4.1,4598
P00698,Grocery,Snacks,UrbanNest Snacks 26,1756.2,1352.78,565,3.7,3137
P00699,Grocery,Snacks,UrbanNest Snacks 27,89.23,46.54,430,4.6,3607
P00700,Grocery,Snacks,HomeEase Snacks 28,2491.37,1911.97,584,4.9,774
P00701,Grocery,Snacks,UrbanNest Snacks 29,1451.74,1075.4,567,4.4,3182
P00702,Grocery,Snacks,Vistara Snacks 30,116.74,72.61,23,3.9,4791
P00703,Grocery,Snacks,DailyKart Snacks 31,1176.43,762.14,834,3.5,1423
P00704,Grocery,Snacks,ByteMax Snacks 32,1963.28,1260.75,488,4.8,2854
P00705,Grocery,Snacks,FitPro Snacks 33,2238.93,1187.84,704,3.7,2414
P00706,Grocery,Snacks,FitPro Snacks 34,529.34,266.61,949,4.8,2148
P00707,Grocery,Snacks,UrbanNest Snacks 35,1161.82,702.02,608,3.5,3239
P00708,Grocery,Snacks,Vistara Snacks 36,127.82,65.57,907,4.6,2406
P00709,Grocery,Snacks,UrbanNest Snacks 37,2204.09,1670.41,653,4.6,2944
P00710,Grocery,Snacks,Aarohi Snacks 38,1913.07,1415.59,682,4,3319
P00711,Grocery,Snacks,DailyKart Snacks 39,2225,1460.3,961,4.8,3266
P00712,Grocery,Snacks,UrbanNest Snacks 40,119.94,61.18,552,4.8,1186
P00713,Grocery,Snacks,DailyKart Snacks 41,74.04,36.21,830,4.5,4292
P00714,Grocery,Snacks,DailyKart Snacks 42,475.34,338.35,689,4.1,1846
P00715,Grocery,Beverages,UrbanNest Beverages 01,2229.31,1085.45,906,4.1,4654
P00716,Grocery,Beverages,Zenith Beverages 02,1063.44,732.52,275,3.7,717
P00717,Grocery,Beverages,Aarohi Beverages 03,2234.78,1584.73,779,3.6,4797
P00718,Grocery,Beverages,Zenith Beverages 04,896.17,502.75,995,4.7,1578
P00719,Grocery,Beverages,FitPro Beverages 05,994.2,589.44,551,3.7,4636
P00720,Grocery,Beverages,Aarohi Beverages 06,1672.43,859.85,636,4.5,597
P00721,Grocery,Beverages,DailyKart Beverages 07,1012.71,664.31,265,4.5,2608
P00722,Grocery,Beverages,NovaTech Beverages 08,1975.51,1535.34,271,4.9,306
P00723,Grocery,Beverages,HomeEase Beverages 09,665.63,375.89,715,4.1,4056
P00724,Grocery,Beverages,Zenith Beverages 10,2169.97,1394.6,21,3.7,2037
P00725,Grocery,Beverages,Zenith Beverages 11,395.66,261.4,907,4.2,1725
P00726,Grocery,Beverages,HomeEase Beverages 12,2187.53,1057.23,98,4.6,1007
P00727,Grocery,Beverages,ByteMax Beverages 13,2044.71,1452.95,384,3.7,4789
P00728,Grocery,Beverages,Aarohi Beverages 14,1924.94,997.65,204,4.7,418
P00729,Grocery,Beverages,Vistara Beverages 15,613.82,348.49,360,4,2721
P00730,Grocery,Beverages,ByteMax Beverages 16,102.51,50.02,375,4.7,4286
P00731,Grocery,Beverages,DailyKart Beverages 17,2458.98,1660.66,240,4,1808
P00732,Grocery,Beverages,DailyKart Beverages 18,2027.12,1028.86,738,3.7,4196
P00733,Grocery,Beverages,HomeEase Beverages 19,1299.75,943.99,441,4.8,1783
P00734,Grocery,Beverages,NovaTech Beverages 20,573.08,408.12,199,4,2152
P00735,Grocery,Beverages,ByteMax Beverages 21,1816.86,1402.42,212,4.3,2775
P00736,Grocery,Beverages,DailyKart Beverages 22,234.84,161.58,47,4.7,2516
P00737,Grocery,Beverages,ByteMax Beverages 23,1823.45,1066.23,29,4.3,2262
P00738,Grocery,Beverages,UrbanNest Beverages 24,1809.74,1164.84,77,4.1,855
P00739,Grocery,Beverages,DailyKart Beverages 25,2142.3,1232.05,616,4.6,4703
P00740,Grocery,Beverages,GlowCare Beverages 26,1920.29,1324.2,867,4.6,3601
P00741,Grocery,Beverages,DailyKart Beverages 27,1631.89,905.27,182,4,3949
P00742,Grocery,Beverages,UrbanNest Beverages 28,1271.86,821.33,657,4.2,4328
P00743,Grocery,Beverages,UrbanNest Beverages 29,1555.4,1089.61,516,4.2,2783
P00744,Grocery,Beverages,HomeEase Beverages 30,1689.5,1017.8,352,3.4,1831
P00745,Grocery,Beverages,GlowCare Beverages 31,1022.88,772.14,736,4.2,3159
P00746,Grocery,Beverages,Vistara Beverages 32,1921.2,1458.45,116,3.7,1242
P00747,Grocery,Beverages,Aarohi Beverages 33,555.8,296.97,126,4.1,4873
P00748,Grocery,Beverages,NovaTech Beverages 34,1573.31,850.31,114,3.9,58
P00749,Grocery,Beverages,GlowCare Beverages 35,1900.59,1264.91,970,3.6,547
P00750,Grocery,Beverages,ByteMax Beverages 36,2394.17,1842.57,879,3.5,3156
P00751,Grocery,Beverages,Aarohi Beverages 37,385.11,228.6,97,3.5,2540
P00752,Grocery,Beverages,FitPro Beverages 38,745.98,423.13,193,4,692
P00753,Grocery,Beverages,NovaTech Beverages 39,386.02,229.34,518,3.6,1852
P00754,Grocery,Beverages,NovaTech Beverages 40,1438.65,895.71,578,3.6,3195
P00755,Grocery,Beverages,HomeEase Beverages 41,907.49,479.29,476,4.4,457
P00756,Grocery,Beverages,Vistara Beverages 42,2355.29,1606.24,472,3.5,1956
P00757,Grocery,Staples,UrbanNest Staples 01,1560.18,759.54,92,4.4,3722
P00758,Grocery,Staples,NovaTech Staples 02,2042.04,1086.85,567,4.6,481
P00759,Grocery,Staples,GlowCare Staples 03,2114.52,1050.21,204,4.4,1138
P00760,Grocery,Staples,Zenith Staples 04,1662.16,902.03,690,3.7,3045
P00761,Grocery,Staples,FitPro Staples 05,2350.61,1257.76,140,3.6,1889
P00762,Grocery,Staples,Aarohi Staples 06,309.75,190.65,940,3.7,182
P00763,Grocery,Staples,ByteMax Staples 07,56.46,38.24,614,3.9,822
P00764,Grocery,Staples,UrbanNest Staples 08,2254.02,1558.96,747,4.8,4582
P00765,Grocery,Staples,UrbanNest Staples 09,1934.17,1351.36,94,3.7,341
P00766,Grocery,Staples,HomeEase Staples 10,1346.1,811.44,930,4.6,2130
P00767,Grocery,Staples,GlowCare Staples 11,1320.74,910.55,202,4.4,1265
P00768,Grocery,Staples,FitPro Staples 12,908.41,474.01,29,4.4,657
P00769,Grocery,Staples,DailyKart Staples 13,799.72,605.27,974,3.4,3441
P00770,Grocery,Staples,FitPro Staples 14,2252.23,1553.19,309,4.8,50
P00771,Grocery,Staples,Zenith Staples 15,2210.22,1385.32,369,4.7,3554
P00772,Grocery,Staples,ByteMax Staples 16,1598.47,946.94,578,4.7,1433
P00773,Grocery,Staples,Aarohi Staples 17,959.07,503.57,488,4.5,2152
P00774,Grocery,Staples,UrbanNest Staples 18,1099.91,542.97,326,3.6,2672
P00775,Grocery,Staples,Vistara Staples 19,350.08,220.07,323,4.8,4730
P00776,Grocery,Staples,Aarohi Staples 20,1784.68,1358.24,428,3.5,515
P00777,Grocery,Staples,Vistara Staples 21,305.83,154.69,187,3.9,2153
P00778,Grocery,Staples,Vistara Staples 22,1447.14,1110.23,731,4.8,1851
P00779,Grocery,Staples,DailyKart Staples 23,1163.75,735.95,664,3.6,481
P00780,Grocery,Staples,UrbanNest Staples 24,1559.98,1092.92,92,3.8,1275
P00781,Grocery,Staples,NovaTech Staples 25,236.38,173.35,515,4.8,668
P00782,Grocery,Staples,DailyKart Staples 26,650.32,341.78,198,4.1,1311
P00783,Grocery,Staples,HomeEase Staples 27,284.7,166.36,645,3.5,4744
P00784,Grocery,Staples,Vistara Staples 28,1270.6,959.53,333,4.5,2981
P00785,Grocery,Staples,NovaTech Staples 29,781.09,575.85,324,3.7,3735
P00786,Grocery,Staples,Vistara Staples 30,2471.18,1581.56,577,4.2,3267
P00787,Grocery,Staples,UrbanNest Staples 31,1956.03,1334.8,782,3.5,2069
P00788,Grocery,Staples,UrbanNest Staples 32,883.16,673.44,107,3.7,946
P00789,Grocery,Staples,Aarohi Staples 33,585.27,400.4,992,4.5,3552
P00790,Grocery,Staples,UrbanNest Staples 34,810.32,483.81,991,3.8,3229
P00791,Grocery,Staples,Vistara Staples 35,2393.99,1404.26,577,4.3,2117
P00792,Grocery,Staples,Aarohi Staples 36,581.7,317.34,436,4.8,2142
P00793,Grocery,Staples,NovaTech Staples 37,1335.1,692.84,668,4.5,3112
P00794,Grocery,Staples,Vistara Staples 38,439.28,281.69,823,4.3,1293
P00795,Grocery,Staples,DailyKart Staples 39,438.86,267.9,49,4.5,3951
P00796,Grocery,Staples,DailyKart Staples 40,150.54,74.35,429,4.3,3090
P00797,Grocery,Staples,FitPro Staples 41,1970.75,1088.6,357,4.9,919
P00798,Grocery,Staples,NovaTech Staples 42,2063.54,1588.06,121,4.1,4542
P00799,Grocery,Personal Care,GlowCare Personal Care 01,1223.06,909.62,192,3.4,3206
P00800,Grocery,Personal Care,Aarohi Personal Care 02,2167.33,1282.49,713,4.5,3781
P00801,Grocery,Personal Care,Zenith Personal Care 03,610.77,410.03,661,4.4,3586
P00802,Grocery,Personal Care,UrbanNest Personal Care 04,1103.41,557.21,802,4.1,623
P00803,Grocery,Personal Care,Vistara Personal Care 05,1622.62,1170.98,765,4.1,3454
P00804,Grocery,Personal Care,Vistara Personal Care 06,462.6,233.68,643,4.2,1181
P00805,Grocery,Personal Care,UrbanNest Personal Care 07,1568.51,1012.11,482,3.7,842
P00806,Grocery,Personal Care,HomeEase Personal Care 08,561.41,344.58,816,4,2461
P00807,Grocery,Personal Care,FitPro Personal Care 09,2326.1,1413.64,339,3.6,515
P00808,Grocery,Personal Care,HomeEase Personal Care 10,533.58,298.48,763,4.8,4592
P00809,Grocery,Personal Care,NovaTech Personal Care 11,1949.08,1004.53,923,3.4,2529
P00810,Grocery,Personal Care,ByteMax Personal Care 12,1500.13,1028.07,535,4.2,4827
P00811,Grocery,Personal Care,GlowCare Personal Care 13,2212.9,1339.94,623,3.6,3470
P00812,Grocery,Personal Care,GlowCare Personal Care 14,371.79,243.24,251,4.5,1422
P00813,Grocery,Personal Care,NovaTech Personal Care 15,776.81,489.3,850,4.6,2141
P00814,Grocery,Personal Care,GlowCare Personal Care 16,496,322.96,916,3.6,167
P00815,Grocery,Personal Care,Vistara Personal Care 17,2036.77,1084.66,385,3.7,2353
P00816,Grocery,Personal Care,DailyKart Personal Care 18,2220.2,1135.44,20,4.5,4298
P00817,Grocery,Personal Care,FitPro Personal Care 19,1086.21,754.05,875,4,1668
P00818,Grocery,Personal Care,GlowCare Personal Care 20,1437.42,797.54,97,4.6,1112
P00819,Grocery,Personal Care,Vistara Personal Care 21,1424.69,920.93,720,3.6,2840
P00820,Grocery,Personal Care,Aarohi Personal Care 22,439.79,214.06,81,4.2,3420
P00821,Grocery,Personal Care,Zenith Personal Care 23,441.83,235.28,586,3.5,4046
P00822,Grocery,Personal Care,NovaTech Personal Care 24,895.1,497.01,309,3.5,4189
P00823,Grocery,Personal Care,FitPro Personal Care 25,1053.19,772.07,191,4.7,1604
P00824,Grocery,Personal Care,Aarohi Personal Care 26,1389.54,782.07,335,4.4,3108
P00825,Grocery,Personal Care,DailyKart Personal Care 27,372.04,255.71,655,3.8,3933
P00826,Grocery,Personal Care,Vistara Personal Care 28,1697.64,1309.45,35,4.2,4919
P00827,Grocery,Personal Care,Vistara Personal Care 29,741.84,465.82,842,3.4,2568
P00828,Grocery,Personal Care,GlowCare Personal Care 30,763.45,455.51,891,4.4,91
P00829,Grocery,Personal Care,FitPro Personal Care 31,2410.22,1160.23,892,3.9,1152
P00830,Grocery,Personal Care,DailyKart Personal Care 32,1645.66,940.39,174,3.6,68
P00831,Grocery,Personal Care,GlowCare Personal Care 33,656.63,456.63,391,4,4460
P00832,Grocery,Personal Care,DailyKart Personal Care 34,1122.6,548.31,812,4.4,423
P00833,Grocery,Personal Care,NovaTech Personal Care 35,672.24,513.36,713,3.4,1849
P00834,Grocery,Personal Care,Vistara Personal Care 36,2426.82,1672.25,327,3.7,947
P00835,Grocery,Personal Care,ByteMax Personal Care 37,1527.76,811.18,323,4,3817
P00836,Grocery,Personal Care,GlowCare Personal Care 38,1029.47,608.13,927,4.7,4286
P00837,Grocery,Personal Care,UrbanNest Personal Care 39,1685.64,869.09,131,3.6,3295
P00838,Grocery,Personal Care,FitPro Personal Care 40,2387.7,1774.42,144,4.6,961
P00839,Grocery,Personal Care,UrbanNest Personal Care 41,1554.8,748.47,150,3.7,2465
P00840,Grocery,Personal Care,DailyKart Personal Care 42,998.39,614.96,288,3.7,2626
P00841,Sports,Fitness,NovaTech Fitness 01,9423.03,6849.66,171,4.1,4093
P00842,Sports,Fitness,NovaTech Fitness 02,1359.32,862.21,214,4.6,4799
P00843,Sports,Fitness,Aarohi Fitness 03,3542.56,2480.24,606,4.4,4970
P00844,Sports,Fitness,Vistara Fitness 04,729.57,494.37,895,4.2,177
P00845,Sports,Fitness,DailyKart Fitness 05,8712.07,5521.92,436,3.5,764
P00846,Sports,Fitness,Vistara Fitness 06,5989.53,2999.39,301,4.6,2245
P00847,Sports,Fitness,NovaTech Fitness 07,11534.18,7865.23,734,4.4,2522
P00848,Sports,Fitness,GlowCare Fitness 08,5991.1,4203.99,30,4.4,3278
P00849,Sports,Fitness,ByteMax Fitness 09,2413.13,1549.61,801,4.6,3948
P00850,Sports,Fitness,HomeEase Fitness 10,1806.61,950.36,782,4.3,1214
P00851,Sports,Fitness,Aarohi Fitness 11,1373.41,965.3,651,3.7,4314
P00852,Sports,Fitness,DailyKart Fitness 12,2715.44,1415.72,709,3.6,2318
P00853,Sports,Fitness,Vistara Fitness 13,6383.76,3266.99,994,4.2,4385
P00854,Sports,Fitness,Aarohi Fitness 14,13848.95,6795.99,209,4.7,843
P00855,Sports,Fitness,UrbanNest Fitness 15,2118.87,1634.52,131,3.9,3838
P00856,Sports,Fitness,HomeEase Fitness 16,1094.36,755.49,618,3.4,3353
P00857,Sports,Fitness,Vistara Fitness 17,14236.81,9046.57,411,3.8,2064
P00858,Sports,Fitness,ByteMax Fitness 18,11714.45,7922.92,636,3.6,3662
P00859,Sports,Fitness,Aarohi Fitness 19,13388.74,9534.47,418,4.7,3546
P00860,Sports,Fitness,FitPro Fitness 20,3591.15,2069.45,99,4.3,71
P00861,Sports,Fitness,FitPro Fitness 21,4837.55,3605.48,367,4.1,2229
P00862,Sports,Fitness,HomeEase Fitness 22,6577.38,4971.53,342,3.7,2133
P00863,Sports,Fitness,Zenith Fitness 23,11251.11,5556.04,186,4.7,2899
P00864,Sports,Fitness,NovaTech Fitness 24,6149.89,3648.16,486,4.8,782
P00865,Sports,Fitness,Vistara Fitness 25,9310.99,6221.75,823,4.8,1959
P00866,Sports,Fitness,Aarohi Fitness 26,3071.19,2367.44,376,3.7,469
P00867,Sports,Fitness,Aarohi Fitness 27,12671.1,6254.91,131,4.9,2218
P00868,Sports,Fitness,DailyKart Fitness 28,7398.92,5393.94,455,4.2,4666
P00869,Sports,Fitness,UrbanNest Fitness 29,8522.15,4391.62,869,3.5,3168
P00870,Sports,Fitness,Zenith Fitness 30,14242.45,9902.9,718,3.6,2505
P00871,Sports,Fitness,Vistara Fitness 31,9450.89,4739.89,439,3.6,1958
P00872,Sports,Fitness,Zenith Fitness 32,14597.11,9414.35,777,4.8,628
P00873,Sports,Fitness,HomeEase Fitness 33,889.77,683.57,497,3.9,1765
P00874,Sports,Fitness,HomeEase Fitness 34,13914.34,10308.8,928,4.3,4946
P00875,Sports,Fitness,NovaTech Fitness 35,1911.61,1193.59,442,4,2428
P00876,Sports,Fitness,UrbanNest Fitness 36,2825.67,1476.24,500,4.4,2255
P00877,Sports,Fitness,Zenith Fitness 37,11273.22,5424.61,206,4.2,1939
P00878,Sports,Fitness,UrbanNest Fitness 38,4648.19,3133.78,773,4.2,666
P00879,Sports,Fitness,UrbanNest Fitness 39,14836.52,11085.79,276,4.6,4739
P00880,Sports,Fitness,UrbanNest Fitness 40,9883.07,6948.42,833,3.7,2858
P00881,Sports,Fitness,Vistara Fitness 41,12525.7,7316.42,345,4.4,600
P00882,Sports,Fitness,FitPro Fitness 42,1638.43,1226.24,537,4.6,404
P00883,Sports,Outdoor,Zenith Outdoor 01,2804.03,1515.08,346,3.9,3054
P00884,Sports,Outdoor,ByteMax Outdoor 02,14026.13,8879.41,395,3.6,2665
P00885,Sports,Outdoor,UrbanNest Outdoor 03,14154.69,9674.33,114,4.3,4808
P00886,Sports,Outdoor,UrbanNest Outdoor 04,6752.04,3873.61,87,3.8,1089
P00887,Sports,Outdoor,DailyKart Outdoor 05,9943.77,5789.52,430,4.5,3763
P00888,Sports,Outdoor,Aarohi Outdoor 06,12601.2,6170.07,917,3.5,501
P00889,Sports,Outdoor,Zenith Outdoor 07,14849.77,11541.95,54,4.8,515
P00890,Sports,Outdoor,ByteMax Outdoor 08,10401.35,7860.09,951,4.6,2497
P00891,Sports,Outdoor,FitPro Outdoor 09,11729.34,6595.88,681,4.8,4483
P00892,Sports,Outdoor,DailyKart Outdoor 10,13514.32,6814.42,133,4.8,908
P00893,Sports,Outdoor,DailyKart Outdoor 11,2316.87,1799.04,527,4.3,2503
P00894,Sports,Outdoor,Zenith Outdoor 12,10580.28,7649.61,148,4.2,2271
P00895,Sports,Outdoor,Aarohi Outdoor 13,13447.07,9475.44,886,4.7,2191
P00896,Sports,Outdoor,UrbanNest Outdoor 14,14316.9,10898.07,949,3.7,4090
P00897,Sports,Outdoor,FitPro Outdoor 15,13229.61,6899.81,120,4.2,711
P00898,Sports,Outdoor,ByteMax Outdoor 16,3370.36,2580.57,695,3.5,1321
P00899,Sports,Outdoor,GlowCare Outdoor 17,5552.9,2804.39,427,4.7,4982
P00900,Sports,Outdoor,ByteMax Outdoor 18,693.85,421.68,238,4.7,1877
P00901,Sports,Outdoor,HomeEase Outdoor 19,1485.1,999.78,542,3.8,2431
P00902,Sports,Outdoor,Vistara Outdoor 20,5395.46,2675.76,23,3.7,2218
P00903,Sports,Outdoor,Vistara Outdoor 21,8432.76,5696.39,680,4.5,2515
P00904,Sports,Outdoor,NovaTech Outdoor 22,14516.42,10486,642,3.4,1654
P00905,Sports,Outdoor,Vistara Outdoor 23,4172.1,3076.94,401,3.7,1674
P00906,Sports,Outdoor,DailyKart Outdoor 24,2792.49,1981.22,463,3.9,4417
P00907,Sports,Outdoor,GlowCare Outdoor 25,8615.06,5877,693,4.2,3740
P00908,Sports,Outdoor,Vistara Outdoor 26,10417.5,7890.13,83,4.8,4206
P00909,Sports,Outdoor,UrbanNest Outdoor 27,4648.77,3428.09,875,4.6,3932
P00910,Sports,Outdoor,GlowCare Outdoor 28,10290.17,6501.39,930,3.7,456
P00911,Sports,Outdoor,FitPro Outdoor 29,1891,1171.88,247,3.5,3305
P00912,Sports,Outdoor,UrbanNest Outdoor 30,1985.45,1162.5,126,4.5,4414
P00913,Sports,Outdoor,DailyKart Outdoor 31,11118.64,6565.93,228,4.8,1270
P00914,Sports,Outdoor,FitPro Outdoor 32,9602.64,5468.34,397,4.7,1383
P00915,Sports,Outdoor,UrbanNest Outdoor 33,574.36,324.52,652,4.5,3558
P00916,Sports,Outdoor,FitPro Outdoor 34,14604.86,7648.72,373,4.3,4220
P00917,Sports,Outdoor,NovaTech Outdoor 35,10785.89,7366.58,613,4.3,1552
P00918,Sports,Outdoor,FitPro Outdoor 36,9459.21,6066.26,700,4.1,2817
P00919,Sports,Outdoor,Vistara Outdoor 37,9760.21,6484.01,609,4.2,1825
