Order_Item_ID,Order_ID,Product_ID,Discount_Pct,Quantity,Unit_Price_INR,Gross_Sales_INR,Discount_Amount_INR,Net_Sales_INR,Cost_INR,Gross_Profit_INR
OI0055285,O033143,P00899,13.7,1,5552.9,5552.9,760.75,4792.15,2804.39,1987.76
OI0055286,O033143,P00636,19,1,5724.97,5724.97,1087.74,4637.23,3649.17,988.06
OI0055287,O033144,P00135,18.2,1,13848.28,13848.28,2520.39,11327.89,10339.79,988.1
OI0055288,O033145,P00454,7.6,1,17081.95,17081.95,1298.23,15783.72,11858.36,3925.36
OI0055289,O033145,P00023,6.2,2,42952.36,85904.72,5326.09,80578.63,44472.98,36105.65
OI0055290,O033146,P00255,12.6,1,4827.07,4827.07,608.21,4218.86,2387.97,1830.89
OI0055291,O033147,P00251,23,1,6398.26,6398.26,1471.6,4926.66,4483.62,443.04
OI0055292,O033147,P00046,7,2,59747.98,119495.96,8364.72,111131.24,70194.9,40936.34
OI0055293,O033148,P00653,7.3,1,4753.03,4753.03,346.97,4406.06,3524.88,881.18
OI0055294,O033149,P00210,22.9,1,2357.6,2357.6,539.89,1817.71,1320.91,496.8
OI0055295,O033150,P00399,19.3,2,8578.49,17156.98,3311.3,13845.68,12071.02,1774.66
OI0055296,O033150,P00373,7.4,1,20917.17,20917.17,1547.87,19369.3,16033.71,3335.59
OI0055297,O033151,P00673,8.2,1,218.99,218.99,17.96,201.03,170.33,30.7
OI0055298,O033151,P00812,8.1,1,371.79,371.79,30.11,341.68,243.24,98.44
OI0055299,O033151,P00293,9,1,1909.55,1909.55,171.86,1737.69,1353.82,383.87
OI0055300,O033152,P00723,9.3,2,665.63,1331.26,123.81,1207.45,751.78,455.67
OI0055301,O033152,P00735,5.3,2,1816.86,3633.72,192.59,3441.13,2804.84,636.29
OI0055302,O033153,P00518,8.8,2,4962.3,9924.6,873.36,9051.24,6131.16,2920.08
OI0055303,O033154,P00352,10,1,6805.53,6805.53,680.55,6124.98,5276.95,848.03
OI0055304,O033155,P00994,25.8,1,14439.05,14439.05,3725.27,10713.78,9442.51,1271.27
OI0055305,O033156,P00518,7.9,1,4962.3,4962.3,392.02,4570.28,3065.58,1504.7
OI0055306,O033156,P00468,12.1,1,16635.45,16635.45,2012.89,14622.56,10872.78,3749.78
OI0055307,O033157,P00791,15.3,3,2393.99,7181.97,1098.84,6083.13,4212.78,1870.35
OI0055308,O033158,P00191,15.9,1,5768.39,5768.39,917.17,4851.22,2909.3,1941.92
OI0055309,O033159,P00221,11,2,3289.59,6579.18,723.71,5855.47,3340.26,2515.21
OI0055310,O033160,P00564,17.9,1,1153.74,1153.74,206.52,947.22,720.55,226.67
OI0055311,O033161,P00409,7.5,1,10033.75,10033.75,752.53,9281.22,6399.4,2881.82
OI0055312,O033162,P00448,12.8,1,1881.7,1881.7,240.86,1640.84,1206.55,434.29
OI0055313,O033163,P00691,0,1,1238.13,1238.13,0,1238.13,660.47,577.66
OI0055314,O033164,P00358,16.2,1,6189.66,6189.66,1002.72,5186.94,4002.88,1184.06
OI0055315,O033165,P00803,9.5,1,1622.62,1622.62,154.15,1468.47,1170.98,297.49
OI0055316,O033166,P00847,11.8,4,11534.18,46136.72,5444.13,40692.59,31460.92,9231.67
OI0055317,O033166,P00358,7.7,1,6189.66,6189.66,476.6,5713.06,4002.88,1710.18
OI0055318,O033167,P00775,17,1,350.08,350.08,59.51,290.57,220.07,70.5
OI0055319,O033167,P00262,5.7,3,4691.5,16121.64,918.93,15202.71,12349.68,2853.03
OI0055320,O033168,P00985,14.4,1,12566.44,12566.44,1809.57,10756.87,7890.58,2866.29
OI0055321,O033169,P00245,24,1,6969.48,6969.48,1672.68,5296.8,4631.8,665
OI0055322,O033170,P00514,8.7,1,1847.6,1847.6,160.74,1686.86,1355.5,331.36
OI0055323,O033171,P00416,11.4,1,14128.22,14128.22,1610.62,12517.6,8663.03,3854.57
OI0055324,O033172,P00322,10.9,1,6272.09,6272.09,683.66,5588.43,4557.98,1030.45
OI0055325,O033173,P00984,6,1,9504.25,9504.25,570.26,8934,5694.36,3239.64
OI0055326,O033174,P00168,10.4,1,25293.26,25293.26,2630.5,22662.76,12749.84,9912.92
OI0055327,O033175,P00905,24,1,4172.1,4172.1,1001.3,3170.8,3076.94,93.86
OI0055328,O033176,P00764,16.8,1,2254.02,2254.02,378.68,1875.34,1558.96,316.38
OI0055329,O033176,P00746,3.1,1,1921.2,1921.2,59.56,1861.64,1458.45,403.19
OI0055330,O033176,P00456,14.6,1,4857.35,4857.35,709.17,4148.18,3209.48,938.7
OI0055331,O033177,P00793,4.4,2,1335.1,2670.2,117.49,2552.71,1385.68,1167.03
OI0055332,O033177,P00492,31.5,2,4193.6,8387.2,2641.97,5745.23,5714.06,31.17
OI0055333,O033178,P00942,4.7,2,8385.74,16771.48,788.26,15983.22,8724.48,7258.74
OI0055334,O033179,P00187,7.3,1,5871.08,5871.08,428.59,5442.49,3329.44,2113.05
OI0055335,O033179,P00269,24.1,1,5920.33,5920.33,1426.8,4493.53,4532.82,-39.29
OI0055336,O033180,P00278,19.5,2,6137.15,12274.3,2393.49,9880.81,7046.04,2834.77
OI0055337,O033181,P00584,2.4,1,1910.23,1910.23,45.85,1864.38,1113.76,750.62
OI0055338,O033181,P00231,19.6,1,3507.24,3507.24,687.42,2819.82,1712.03,1107.79
OI0055339,O033182,P00510,10.2,2,1037.4,2074.8,211.63,1863.17,1427.8,435.37
OI0055340,O033183,P00284,16.2,1,3770.13,3770.13,610.76,3159.37,2598.75,560.62
OI0055341,O033184,P00854,6.1,1,13848.95,13848.95,844.79,13004.16,6795.99,6208.17
OI0055342,O033185,P00766,7.5,2,1346.1,2692.2,201.92,2490.28,1622.88,867.4
OI0055343,O033186,P00519,20.3,1,5127.93,5127.93,1040.97,4086.96,3209.03,877.93
OI0055344,O033186,P00077,16.2,1,36765.87,36765.87,5956.07,30809.8,20243.1,10566.7
OI0055345,O033187,P00626,9.7,1,1226.96,1226.96,119.02,1107.94,624.04,483.9
OI0055346,O033188,P00844,4.8,2,729.57,1459.14,70.04,1389.1,988.74,400.36
OI0055347,O033188,P00598,7.9,2,1592.74,3185.48,251.65,2933.83,1903.14,1030.69
OI0055348,O033188,P00505,11,1,1574.99,1574.99,173.25,1401.74,1104.38,297.36
OI0055349,O033188,P00394,1.1,2,16650.36,33300.72,366.31,32934.41,19558.62,13375.79
OI0055350,O033189,P00097,2.1,1,8814.47,8814.47,185.1,8629.37,6469.17,2160.2
OI0055351,O033189,P00977,2.6,1,2659.8,2659.8,69.15,2590.65,1789.69,800.96
OI0055352,O033190,P00636,13.3,1,5724.97,5724.97,761.42,4963.55,3649.17,1314.38
OI0055353,O033191,P00868,25.1,1,7398.92,7398.92,1857.13,5541.79,5393.94,147.85
OI0055354,O033192,P00194,2.9,4,4798.52,19194.08,556.63,18637.45,9363.76,9273.69
OI0055355,O033192,P00574,9.3,1,5492.13,5492.13,510.77,4981.36,3041.41,1939.95
OI0055356,O033193,P00088,20.9,2,12735.31,25470.62,5323.36,20147.26,16988.94,3158.32
OI0055357,O033193,P00263,16,1,4844.78,4844.78,775.16,4069.62,2790.5,1279.12
OI0055358,O033194,P00428,13.3,1,22926.53,22926.53,3049.23,19877.3,13770.25,6107.05
OI0055359,O033195,P00407,12.6,1,10714.42,10714.42,1350.02,9364.4,5699.97,3664.43
OI0055360,O033195,P00915,10.1,1,574.36,574.36,58.01,516.35,324.52,191.83
OI0055361,O033195,P00859,5.9,2,13388.74,26777.48,1579.87,25197.61,19068.94,6128.67
OI0055362,O033196,P00469,15.3,1,10719.84,10719.84,1640.14,9079.7,6449.2,2630.5
OI0055363,O033197,P00188,5.4,3,6308.74,18926.22,1022.02,17904.2,14318.91,3585.29
OI0055364,O033198,P00288,7.4,1,6845.14,6845.14,506.54,6338.6,3377.18,2961.42
OI0055365,O033198,P00318,5.6,1,1313.8,1313.8,73.57,1240.23,680.22,560.01
OI0055366,O033199,P00802,8.2,1,1103.41,1103.41,90.48,1012.93,557.21,455.72
OI0055367,O033200,P00852,9.8,1,2715.44,2715.44,266.11,2449.33,1415.72,1033.61
OI0055368,O033200,P00643,13.9,4,701.63,2806.52,390.11,2416.41,1979.92,436.49
OI0055369,O033201,P00809,11.2,2,1949.08,3898.16,436.59,3461.57,2009.06,1452.51
OI0055370,O033201,P00512,18.2,2,2368.42,4736.84,862.1,3874.74,2988.82,885.92
OI0055371,O033202,P00328,20,2,3416.32,6832.64,1366.53,5466.11,5152.36,313.75
OI0055372,O033203,P00066,20.3,1,58471.97,58471.97,11869.81,46602.16,28548.27,18053.89
OI0055373,O033204,P00037,0,1,44954.52,44954.52,0,44954.52,28527.85,16426.67
OI0055374,O033205,P00627,11.8,1,810.87,810.87,95.68,715.19,556.92,158.27
OI0055375,O033205,P00358,20.6,2,6189.66,12379.32,2550.14,9829.18,8005.76,1823.42
OI0055376,O033205,P00901,21,1,1485.1,1485.1,311.87,1173.23,999.78,173.45
OI0055377,O033206,P00553,26.3,2,880.68,1761.36,463.24,1298.12,1187.62,110.5
OI0055378,O033206,P00810,8.7,1,1500.13,1500.13,130.51,1369.62,1028.07,341.55
OI0055379,O033207,P00250,10.5,1,4035.92,4035.92,423.77,3612.15,2356.42,1255.73
OI0055380,O033208,P00609,0.5,1,4315.2,4315.2,21.58,4293.62,2201.57,2092.05
OI0055381,O033208,P00763,6.8,1,56.46,56.46,3.84,52.62,38.24,14.38
OI0055382,O033209,P00678,22.3,1,2328.72,2328.72,519.3,1809.42,1697.95,111.47
OI0055383,O033209,P00712,8.3,1,119.94,119.94,9.96,109.98,61.18,48.8
OI0055384,O033209,P00166,5.1,1,81794.71,81794.71,4171.53,77623.18,53509.33,24113.85
OI0055385,O033209,P00786,22.1,2,2471.18,4942.36,1092.26,3850.1,3163.12,686.98
OI0055386,O033210,P00337,26.2,1,4771.97,4771.97,1250.26,3521.71,2954.48,567.23
OI0055387,O033211,P00549,22.8,1,5297.98,5297.98,1207.94,4090.04,2959.26,1130.78
OI0055388,O033211,P00311,11.7,1,1380.47,1380.47,161.51,1218.96,681.15,537.81
OI0055389,O033211,P00556,16.3,2,5536.76,11073.52,1804.98,9268.54,7649.74,1618.8
OI0055390,O033212,P00430,20.2,1,6892.16,6892.16,1392.22,5499.94,4552.93,947.01
OI0055391,O033212,P00602,19.5,2,5094.83,10189.66,1986.98,8202.68,6836.52,1366.16
OI0055392,O033213,P00254,10.3,1,5040.97,5040.97,519.22,4521.75,3431.94,1089.81
OI0055393,O033214,P00779,21.1,1,1163.75,1163.75,245.55,918.2,735.95,182.25
OI0055394,O033214,P00182,18.4,1,585.86,585.86,107.8,478.06,311.98,166.08
OI0055395,O033214,P00147,11.7,1,23335.26,23335.26,2730.23,20605.03,15669.91,4935.12
OI0055396,O033215,P00747,12.6,1,555.8,555.8,70.03,485.77,296.97,188.8
OI0055397,O033216,P00641,14,1,1001.49,1001.49,140.21,861.28,775.83,85.45
OI0055398,O033216,P00023,8.1,3,42952.36,128857.08,10437.42,118419.66,66709.47,51710.19
OI0055399,O033217,P00793,10.3,1,1335.1,1335.1,137.52,1197.58,692.84,504.74
OI0055400,O033218,P00405,20.1,1,7678.33,7678.33,1543.34,6134.99,5149.99,985
OI0055401,O033219,P00309,0.7,2,2394.52,4789.04,33.52,4755.52,3377.8,1377.72
OI0055402,O033219,P00235,13.2,3,556.67,1670.01,220.44,1449.57,1228.2,221.37
OI0055403,O033219,P00696,17,1,2275.05,2275.05,386.76,1888.29,1227.75,660.54
OI0055404,O033220,P00395,11.7,1,8146.92,8146.92,953.19,7193.73,4295.39,2898.34
OI0055405,O033221,P00164,16.1,4,15905.78,63623.12,10243.32,53379.8,47582.92,5796.88
OI0055406,O033222,P00160,18.7,1,11587.81,11587.81,2166.92,9420.89,5931.31,3489.58
OI0055407,O033223,P00942,11.9,4,8385.74,33542.96,3991.61,29551.35,17448.96,12102.39
OI0055408,O033224,P00637,0,3,2566.8,7700.4,0,7700.4,5674.92,2025.48
OI0055409,O033225,P00699,3.4,1,89.23,89.23,3.03,86.2,46.54,39.66
OI0055410,O033225,P00266,18.6,1,2463.27,2463.27,458.17,2005.1,1402.14,602.96
OI0055411,O033226,P00036,19.8,2,22513.7,45027.4,8915.43,36111.97,30964.88,5147.09
OI0055412,O033227,P00500,7.4,2,1598.17,3196.34,236.53,2959.81,1806.04,1153.77
OI0055413,O033227,P00087,22.5,1,70650.85,70650.85,15896.44,54754.41,46436.29,8318.12
OI0055414,O033227,P00561,8.2,1,4698.24,4698.24,385.26,4312.98,2849.32,1463.66
OI0055415,O033228,P00381,10.9,1,4204.07,4204.07,458.24,3745.83,2641.81,1104.02
OI0055416,O033229,P00381,13.6,2,4204.07,8408.14,1143.51,7264.63,5283.62,1981.01
OI0055417,O033229,P00244,13.5,2,2278.35,4556.7,615.15,3941.55,3259.6,681.95
OI0055418,O033230,P00173,4.8,1,2197.48,2197.48,105.48,2092,1624.64,467.36
OI0055419,O033230,P00713,7.8,1,74.04,74.04,5.78,68.26,36.21,32.05
OI0055420,O033231,P00526,12.7,1,5343.82,5343.82,678.67,4665.15,3629.57,1035.58
OI0055421,O033232,P00179,29.2,1,1915.48,1915.48,559.32,1356.16,1286.14,70.02
OI0055422,O033233,P00470,2.3,1,4119.74,4119.74,94.75,4024.99,3177.85,847.14
OI0055423,O033233,P00280,11.8,1,4805.3,4805.3,567.03,4238.27,2965.28,1272.99
OI0055424,O033234,P00461,10.6,1,18578.83,18578.83,1969.36,16609.47,14126.94,2482.53
OI0055425,O033235,P00280,12.2,1,4805.3,4805.3,586.25,4219.05,2965.28,1253.77
OI0055426,O033236,P00406,15.4,2,16068.86,32137.72,4949.21,27188.51,19635.88,7552.63
OI0055427,O033237,P00289,7.1,3,1439.28,4317.84,306.57,4011.27,3319.59,691.68
OI0055428,O033238,P00755,14.8,1,907.49,907.49,134.31,773.18,479.29,293.89
OI0055429,O033239,P00367,2.5,2,919.17,1838.34,45.96,1792.38,1037,755.38
OI0055430,O033240,P00599,21,1,4080.86,4080.86,856.98,3223.88,2646.21,577.67
OI0055431,O033240,P00060,5.7,1,85554.24,85554.24,4876.59,80677.65,66272.69,14404.96
OI0055432,O033241,P00513,4.5,1,4869.55,4869.55,219.13,4650.42,3631.05,1019.37
OI0055433,O033242,P00247,3.9,2,3906.11,7812.22,304.68,7507.54,5912.02,1595.52
OI0055434,O033242,P00910,17,1,10290.17,10290.17,1749.33,8540.84,6501.39,2039.45
OI0055435,O033243,P00173,3.1,1,2197.48,2197.48,68.12,2129.36,1624.64,504.72
OI0055436,O033243,P00843,6.6,1,3542.56,3542.56,233.81,3308.75,2480.24,828.51
OI0055437,O033243,P00218,13,1,6832.05,6832.05,888.17,5943.88,3328.66,2615.22
OI0055438,O033244,P00900,11.8,1,693.85,693.85,81.87,611.98,421.68,190.3
OI0055439,O033244,P00337,11.8,1,4771.97,4771.97,563.09,4208.88,2954.48,1254.4
OI0055440,O033245,P00211,16.1,1,6145.47,6145.47,989.42,5156.05,4730.64,425.41
OI0055441,O033246,P00764,15.2,1,2254.02,2254.02,342.61,1911.41,1558.96,352.45
OI0055442,O033247,P00343,13.1,1,10033.43,10033.43,1314.38,8719.05,6331.96,2387.09
OI0055443,O033247,P00746,8.5,1,1921.2,1921.2,163.3,1757.9,1458.45,299.45
OI0055444,O033248,P00192,8.7,1,4831.55,4831.55,420.34,4411.21,2998.08,1413.13
OI0055445,O033248,P00507,18.6,1,1448.89,1448.89,269.49,1179.4,854.34,325.06
OI0055446,O033249,P00160,2.3,1,11587.81,11587.81,266.52,11321.29,5931.31,5389.98
OI0055447,O033249,P00727,21.2,1,2044.71,2044.71,433.48,1611.23,1452.95,158.28
OI0055448,O033250,P00249,8.2,1,1838.19,1838.19,150.73,1687.46,1419.99,267.47
OI0055449,O033250,P00795,14.9,1,438.86,438.86,65.39,373.47,267.9,105.57
OI0055450,O033251,P00535,14.7,1,462.06,462.06,67.92,394.14,356.45,37.69
OI0055451,O033251,P00629,0,1,2499.43,2499.43,0,2499.43,1386.45,1112.98
OI0055452,O033252,P00035,21.2,3,8542.72,25628.16,5433.17,20194.99,15380.13,4814.86
OI0055453,O033253,P00757,23.8,1,1560.18,1560.18,371.32,1188.86,759.54,429.32
OI0055454,O033254,P00734,19.9,1,573.08,573.08,114.04,459.04,408.12,50.92
OI0055455,O033254,P00793,8.2,1,1335.1,1335.1,109.48,1225.62,692.84,532.78
OI0055456,O033255,P00350,21.1,1,18633.5,18633.5,3931.67,14701.83,12542.75,2159.08
OI0055457,O033255,P00682,14.9,1,2382.12,2382.12,354.94,2027.18,1149.11,878.07
OI0055458,O033255,P00268,8.5,1,2454.44,2454.44,208.63,2245.81,1692.81,553
OI0055459,O033255,P00310,6.1,1,6206.41,6206.41,378.59,5827.82,3566.45,2261.37
OI0055460,O033256,P00333,4.1,1,1114.2,1114.2,45.68,1068.52,791.68,276.84
OI0055461,O033257,P00047,7,1,19062.84,19062.84,1334.4,17728.44,13715.5,4012.94
OI0055462,O033258,P00478,16.3,3,19044.31,57132.93,9312.67,47820.26,36523.86,11296.4
OI0055463,O033259,P00494,21,1,4977.87,4977.87,1045.35,3932.52,3603.25,329.27
OI0055464,O033259,P00684,0,1,1055.91,1055.91,0,1055.91,621.92,433.99
OI0055465,O033260,P00838,18.4,3,2387.7,7163.1,1318.01,5845.09,5323.26,521.83
OI0055466,O033261,P00900,14.1,2,693.85,1387.7,195.67,1192.03,843.36,348.67
OI0055467,O033261,P00538,21.7,3,5140.78,15422.34,3346.65,12075.69,9667.92,2407.77
OI0055468,O033262,P00411,26.8,1,13268.67,13268.67,3556,9712.67,8545.21,1167.46
OI0055469,O033262,P00089,0,1,28448.33,28448.33,0,28448.33,21090.05,7358.28
OI0055470,O033262,P00205,19.7,2,3302.44,6604.88,1301.16,5303.72,3213.48,2090.24
OI0055471,O033262,P00177,13.4,1,6147.22,6147.22,823.73,5323.49,4157.34,1166.15
OI0055472,O033263,P00794,24.1,2,439.28,878.56,211.73,666.83,563.38,103.45
OI0055473,O033264,P00820,8.9,1,439.79,439.79,39.14,400.65,214.06,186.59
OI0055474,O033265,P00769,9.5,1,799.72,799.72,75.97,723.75,605.27,118.48
OI0055475,O033265,P00230,28,1,6153.32,6153.32,1722.93,4430.39,4614.8,-184.41
OI0055476,O033265,P00463,14.4,2,16426.31,32852.62,4730.78,28121.84,23471.78,4650.06
OI0055477,O033266,P00715,8.3,1,2229.31,2229.31,185.03,2044.28,1085.45,958.83
OI0055478,O033267,P00780,17,1,1559.98,1559.98,265.2,1294.78,1092.92,201.86
OI0055479,O033268,P00894,8.1,2,10580.28,21160.56,1714.01,19446.55,15299.22,4147.33
OI0055480,O033269,P00967,23.3,1,8176.05,8176.05,1905.02,6271.03,6142.25,128.78
OI0055481,O033269,P00322,0,2,6272.09,12544.18,0,12544.18,9115.96,3428.22
OI0055482,O033270,P00655,16.3,2,3454.49,6908.98,1126.16,5782.82,4089.24,1693.58
OI0055483,O033271,P00745,7,1,1022.88,1022.88,71.6,951.28,772.14,179.14
OI0055484,O033272,P00889,21.9,1,14849.77,14849.77,3252.1,11597.67,11541.95,55.72
OI0055485,O033272,P00969,13.2,3,10843.92,32531.76,4294.19,28237.57,19006.77,9230.8
OI0055486,O033272,P00960,0,1,5367.06,5367.06,0,5367.06,2792.29,2574.77
OI0055487,O033272,P00274,5.5,1,2663.04,2663.04,146.47,2516.57,1781.02,735.55
OI0055488,O033273,P00566,2.8,1,3386.03,3386.03,94.81,3291.22,2411.33,879.89
OI0055489,O033274,P00938,24.3,1,2342.13,2342.13,569.14,1772.99,1514.99,258
OI0055490,O033274,P00165,10.9,1,74623.45,74623.45,8133.96,66489.49,51447.95,15041.54
OI0055491,O033274,P00373,2.9,1,20917.17,20917.17,606.6,20310.57,16033.71,4276.86
OI0055492,O033275,P00495,11.3,3,23783.55,71350.65,8062.62,63288.03,50117.16,13170.87
OI0055493,O033276,P00977,16.1,4,2659.8,10639.2,1712.91,8926.29,7158.76,1767.53
OI0055494,O033277,P00672,15.5,1,4235.76,4235.76,656.54,3579.22,2967.12,612.1
OI0055495,O033278,P00959,12.3,4,5996.78,23987.12,2950.42,21036.7,14400.12,6636.58
OI0055496,O033278,P00181,4.1,2,1111.48,2222.96,91.14,2131.82,1074.6,1057.22
OI0055497,O033279,P00149,12.5,1,83846.89,83846.89,10480.86,73366.03,49017.75,24348.28
OI0055498,O033279,P00355,6.3,3,21345.57,64036.71,4034.31,60002.4,46258.26,13744.14
OI0055499,O033280,P00090,5.2,2,32544.23,65088.46,3384.6,61703.86,48925.14,12778.72
OI0055500,O033281,P00595,7.6,1,3314.53,3314.53,251.9,3062.63,2519.54,543.09
OI0055501,O033282,P00669,16.6,3,5450.89,16352.67,2714.54,13638.13,9195.45,4442.68
OI0055502,O033282,P00777,3,2,305.83,611.66,18.35,593.31,309.38,283.93
OI0055503,O033283,P00646,14.7,2,1346.52,2693.04,395.88,2297.16,1989.6,307.56
OI0055504,O033284,P00499,4.6,1,4816.54,4816.54,221.56,4594.98,3624.58,970.4
OI0055505,O033285,P00428,20.2,1,22926.53,22926.53,4631.16,18295.37,13770.25,4525.12
OI0055506,O033286,P00048,21.4,1,19206.97,19206.97,4110.29,15096.68,14905.68,191
OI0055507,O033286,P00505,11.6,2,1574.99,3149.98,365.4,2784.58,2208.76,575.82
OI0055508,O033287,P00930,7.3,3,10663.92,31991.76,2335.4,29656.36,15625.86,14030.5
OI0055509,O033288,P00785,31.2,1,781.09,781.09,243.7,537.39,575.85,-38.46
OI0055510,O033289,P00722,4.4,2,1975.51,3951.02,173.84,3777.18,3070.68,706.5
OI0055511,O033289,P00181,0,2,1111.48,2222.96,0,2222.96,1074.6,1148.36
OI0055512,O033289,P00999,12.8,1,6947.93,6947.93,889.34,6058.59,4732.62,1325.97
OI0055513,O033290,P00407,9.8,1,10714.42,10714.42,1050.01,9664.41,5699.97,3964.44
OI0055514,O033291,P00653,22.6,3,4753.03,14259.09,3222.55,11036.54,10574.64,461.9
OI0055515,O033291,P00010,9.8,1,62923.52,62923.52,6166.5,56757.02,48390.56,8366.46
OI0055516,O033291,P00280,17,1,4805.3,4805.3,816.9,3988.4,2965.28,1023.12
OI0055517,O033292,P00217,7.7,1,1748.52,1748.52,134.64,1613.88,1139.97,473.91
OI0055518,O033293,P00548,18.2,1,461.12,461.12,83.92,377.2,354.48,22.72
OI0055519,O033294,P00855,18.7,1,2118.87,2118.87,396.23,1722.64,1634.52,88.12
OI0055520,O033294,P00285,22.1,3,4884.7,14654.1,3238.56,11415.54,9870.75,1544.79
OI0055521,O033295,P00303,23.9,2,3428.27,6856.54,1638.71,5217.83,3995.14,1222.69
OI0055522,O033296,P00155,3.2,1,41001.57,41001.57,1312.05,39689.52,30373.77,9315.75
OI0055523,O033296,P00115,14.3,1,42460.96,42460.96,6071.92,36389.04,20685.13,15703.91
OI0055524,O033297,P00893,9.3,1,2316.87,2316.87,215.47,2101.4,1799.04,302.36
OI0055525,O033297,P00074,5.1,1,6519.83,6519.83,332.51,6187.32,3463.82,2723.5
OI0055526,O033297,P00071,8.7,3,72782.18,218346.54,18996.15,199350.39,152122.47,47227.92
OI0055527,O033298,P00716,15.2,3,1063.44,3190.32,484.93,2705.39,2197.56,507.83
OI0055528,O033298,P00216,18.6,1,3690.12,3690.12,686.36,3003.76,2563.58,440.18
OI0055530,O033299,P00773,20.4,3,959.07,2877.21,586.95,2290.26,1510.71,779.55
OI0055531,O033300,P00041,0,1,55698.21,55698.21,0,55698.21,42297.19,13401.02
OI0055532,O033300,P00429,6.9,1,896.94,896.94,61.89,835.05,691.38,143.67
OI0055533,O033300,P00467,12,1,17264.29,17264.29,2071.71,15192.58,8887,6305.58
OI0055534,O033300,P00142,4.4,1,66088.95,66088.95,2907.91,63181.04,48517.69,14663.35
OI0055535,O033301,P00932,11.9,2,12177.62,24355.24,2898.27,21456.97,13774.64,7682.33
OI0055536,O033301,P00429,17.5,1,896.94,896.94,156.96,739.98,691.38,48.6
OI0055537,O033301,P00216,14.4,1,3690.12,3690.12,531.38,3158.74,2563.58,595.16
OI0055538,O033302,P01001,8.1,1,8252.39,8252.39,668.44,7583.95,6335.94,1248.01
OI0055539,O033302,P00035,2.1,1,8542.72,8542.72,179.4,8363.32,5126.71,3236.61
OI0055540,O033303,P00777,15.9,1,305.83,305.83,48.63,257.2,154.69,102.51
OI0055541,O033303,P00828,8.2,1,763.45,763.45,62.6,700.85,455.51,245.34
OI0055542,O033303,P00081,20.6,3,70810.06,212430.18,43760.62,168669.56,148598.94,20070.62
OI0055543,O033304,P00479,14.9,1,19665.06,19665.06,2930.09,16734.97,10142.45,6592.52
OI0055544,O033304,P00720,0,2,1672.43,3344.86,0,3344.86,1719.7,1625.16
OI0055545,O033305,P00003,15.3,1,64020.56,64020.56,9795.15,54225.41,33079.73,21145.68
OI0055546,O033305,P00454,10.7,1,17081.95,17081.95,1827.77,15254.18,11858.36,3395.82
OI0055547,O033306,P00988,0,1,4295.65,4295.65,0,4295.65,2985.99,1309.66
OI0055548,O033307,P00773,12.6,1,959.07,959.07,120.84,838.23,503.57,334.66
OI0055549,O033308,P00917,14.1,2,10785.89,21571.78,3041.62,18530.16,14733.16,3797
OI0055550,O033309,P00921,11.1,1,6951.47,6951.47,771.61,6179.86,3884.4,2295.46
OI0055551,O033309,P00466,14.4,1,22471.73,22471.73,3235.93,19235.8,15760.61,3475.19
OI0055552,O033309,P00614,7.5,2,1081.08,2162.16,162.16,2000,1189.52,810.48
OI0055553,O033310,P00011,12,,1235.43,1235.43,148.25,1087.18,803.81,283.37
OI0055554,O033311,P00750,18.5,1,2394.17,2394.17,442.92,1951.25,1842.57,108.68
OI0055555,O033311,P00955,5.2,1,8818.29,8818.29,458.55,8359.74,6380.24,1979.5
OI0055556,O033312,P00619,23,1,3403.81,3403.81,782.88,2620.93,2013.27,607.66
OI0055557,O033313,P00214,15.5,2,5191.62,10383.24,1609.4,8773.84,6768.78,2005.06
OI0055558,O033314,P00560,16.5,2,629.31,1258.62,207.67,1050.95,945.66,105.29
OI0055559,O033315,P00610,7.4,1,1055.28,1055.28,78.09,977.19,545.23,431.96
OI0055560,O033316,P00196,19,1,319.33,319.33,60.67,258.66,193.62,65.04
OI0055561,O033317,P00218,14.6,1,6832.05,6832.05,997.48,5834.57,3328.66,2505.91
OI0055562,O033318,P00821,4.7,1,441.83,441.83,20.77,421.06,235.28,185.78
OI0055563,O033319,P00371,14.4,1,4679.91,4679.91,673.91,4006,3191.44,814.56
OI0055564,O033320,P00825,9.1,1,372.04,372.04,33.86,338.18,255.71,82.47
OI0055565,O033320,P00549,3.5,1,5297.98,5297.98,185.43,5112.55,2959.26,2153.29
OI0055566,O033321,P00031,4.7,1,56606.85,56606.85,2660.52,53946.33,31131.82,22814.51
OI0055567,O033322,P00759,1.5,1,2114.52,2114.52,31.72,2082.8,1050.21,1032.59
OI0055568,O033323,P00519,15.3,2,5127.93,10255.86,1569.15,8686.71,6418.06,2268.65
OI0055569,O033324,P00845,16.5,3,8712.07,26136.21,4312.47,21823.74,16565.76,5257.98
OI0055570,O033325,P00931,25.2,3,6735.94,20207.82,5092.37,15115.45,13637.91,1477.54
OI0055571,O033325,P00454,18.3,1,17081.95,17081.95,3126,13955.95,11858.36,2097.59
OI0055572,O033325,P00335,7.7,1,5989.28,5989.28,461.17,5528.11,2977.21,2550.9
OI0055573,O033326,P00421,9.6,1,1856.37,1856.37,178.21,1678.16,1224.77,453.39
OI0055574,O033326,P00483,13.7,1,2486.22,2486.22,340.61,2145.61,1494.81,650.8
OI0055575,O033327,P00860,17.4,1,3591.15,3591.15,624.86,2966.29,2069.45,896.84
