Delivery_ID,Order_ID,Warehouse,Shipment_Type,Promised_Days,Actual_Delivery_Days,Shipping_Cost_INR,Delivery_Status,Ship_Date
D037022,O037022,Delhi NCR,Standard,5,6,110.08,Late,23-11-25
D037023,O037023,Hyderabad,Standard,5,3,260.77,On Time,16-05-24
D037024,O037024,Bengaluru,Express,5,4,131.76,On Time,01-09-24
D037025,O037025,Kolkata,Express,3,5,147.72,Late,13-11-24
D037026,O037026,Delhi NCR,Standard,5,5,79.78,On Time,06-03-24
D037027,O037027,Delhi NCR,Express,3,7,167.54,Late,13-08-24
D037028,O037028,Delhi NCR,Standard,7,7,46.9,On Time,27-06-25
D037029,O037029,Kolkata,Standard,5,7,168.52,Late,07-08-25
D037030,O037030,Hyderabad,Express,7,2,206.9,On Time,12-03-25
D037031,O037031,Mumbai,Express,5,4,80.39,On Time,20-06-24
D037032,O037032,Bengaluru,Standard,5,3,63.63,On Time,21-07-25
D037033,O037033,Kolkata,Standard,7,9,228.51,Late,01-11-24
D037034,O037034,Bengaluru,Standard,5,5,69.98,On Time,28-09-24
D037035,O037035,Bengaluru,Standard,5,5,68.7,On Time,16-12-25
D037036,O037036,Bengaluru,Express,7,5,232.47,On Time,27-07-25
D037037,O037037,Hyderabad,Standard,7,5,190.15,On Time,21-01-24
D037038,O037038,Hyderabad,Standard,5,6,236.63,Late,19-05-24
D037039,O037039,Bengaluru,Express,3,8,176.29,Late,11-11-24
D037040,O037040,Bengaluru,Standard,5,11,208.21,Late,12-09-24
D037041,O037041,Delhi NCR,Standard,5,8,85.56,Late,17-07-24
D037042,O037042,Delhi NCR,Standard,7,6,225.84,On Time,13-01-24
D037043,O037043,Mumbai,Express,5,4,232.74,On Time,13-01-25
D037044,O037044,Delhi NCR,Standard,5,1,172.74,On Time,23-02-25
D037045,O037045,Mumbai,Standard,5,3,186.9,On Time,19-09-25
D037046,O037046,Kolkata,Express,5,5,104.14,On Time,23-09-24
D037047,O037047,Hyderabad,Standard,5,3,145.51,On Time,29-08-24
D037048,O037048,Hyderabad,Standard,5,1,270.27,On Time,17-02-25
D037049,O037049,Delhi NCR,Standard,5,4,131.46,On Time,12-05-24
D037050,O037050,Kolkata,Standard,5,2,48.9,On Time,12-05-24
D037051,O037051,Bengaluru,Express,3,1,92.15,On Time,01-09-25
D037052,O037052,Mumbai,Standard,7,5,164.64,On Time,17-03-25
D037053,O037053,Delhi NCR,Standard,5,4,213.78,On Time,09-07-25
D037054,O037054,Mumbai,Standard,5,8,164.3,Late,07-09-25
D037055,O037055,Mumbai,Standard,5,9,231.84,Late,20-04-25
D037056,O037056,Mumbai,Standard,5,3,123.9,On Time,29-08-25
D037057,O037057,Kolkata,Standard,5,9,208.13,Late,17-01-24
D037058,O037058,Mumbai,Standard,7,6,235.79,On Time,30-07-25
D037059,O037059,Mumbai,Express,5,5,100.72,On Time,28-08-24
D037060,O037060,Kolkata,Standard,7,2,225.84,On Time,05-11-25
D037061,O037061,Delhi NCR,Standard,7,5,161.77,On Time,06-12-24
D037062,O037062,Kolkata,Standard,5,5,153.67,On Time,05-05-24
D037063,O037063,Hyderabad,Standard,5,4,279.64,On Time,05-04-25
D037064,O037064,Hyderabad,Standard,5,5,154.91,On Time,31-12-25
D037065,O037065,Bengaluru,Standard,3,6,133.08,Late,02-02-25
D037066,O037066,Bengaluru,Standard,3,3,88.05,On Time,18-03-24
D037067,O037067,Bengaluru,Standard,5,3,181.3,On Time,20-12-24
D037068,O037068,Kolkata,Standard,3,1,59.73,On Time,04-07-25
D037069,O037069,Mumbai,Standard,5,5,132.56,On Time,09-05-24
D037070,O037070,Delhi NCR,Standard,5,4,101.65,On Time,01-05-24
D037071,O037071,Bengaluru,Standard,5,2,129.28,On Time,10-02-24
D037072,O037072,Mumbai,Standard,5,4,99.94,On Time,19-12-24
D037073,O037073,Mumbai,Standard,3,9,200.71,Late,03-02-25
D037074,O037074,Kolkata,Standard,3,6,150.2,Late,27-09-24
D037075,O037075,Mumbai,Standard,5,1,100.5,On Time,19-09-25
D037076,O037076,Mumbai,Standard,5,8,70.13,Late,19-07-24
D037077,O037077,Mumbai,Express,5,6,157.21,Late,17-03-25
D037078,O037078,Delhi NCR,Standard,5,3,143.34,On Time,31-12-24
D037079,O037079,Mumbai,Standard,3,7,111.49,Late,08-07-25
D037080,O037080,Mumbai,Standard,5,6,113.29,Late,15-06-25
D037081,O037081,Mumbai,Standard,5,1,188.12,On Time,16-07-24
D037082,O037082,Bengaluru,Express,5,4,263.21,On Time,20-09-25
D037083,O037083,Bengaluru,Standard,5,3,196.02,On Time,27-08-25
D037084,O037084,Delhi NCR,Standard,5,4,279.89,On Time,07-01-24
D037085,O037085,Bengaluru,Standard,5,8,277.31,Late,31-07-25
D037086,O037086,Hyderabad,Express,3,6,225.98,Late,22-01-24
D037087,O037087,Kolkata,Standard,3,4,163.83,Late,19-09-25
D037088,O037088,Delhi NCR,Standard,7,3,274.43,On Time,14-03-25
D037089,O037089,Mumbai,Standard,5,5,119.75,On Time,23-01-24
D037090,O037090,Bengaluru,Express,5,2,78.63,On Time,07-01-25
D037091,O037091,Mumbai,Standard,7,9,80.65,Late,25-12-25
D037092,O037092,Bengaluru,Standard,5,3,153.08,On Time,04-09-24
D037093,O037093,Hyderabad,Standard,3,2,262.03,On Time,11-11-25
D037094,O037094,Hyderabad,Standard,3,5,158.94,Late,24-09-25
D037095,O037095,Mumbai,Standard,5,2,164.04,On Time,21-05-24
D037096,O037096,Mumbai,Standard,7,2,67.91,On Time,26-02-25
D037097,O037097,Hyderabad,Standard,5,2,59.25,On Time,26-03-25
D037098,O037098,Delhi NCR,Standard,5,4,102.91,On Time,26-11-24
D037099,O037099,Delhi NCR,Express,5,3,92.81,On Time,01-10-24
D037100,O037100,Kolkata,Standard,7,4,179.84,On Time,22-08-25
D037101,O037101,Delhi NCR,Standard,5,5,76.58,On Time,09-12-25
D037102,O037102,Mumbai,Standard,5,5,139.67,On Time,15-03-25
D037103,O037103,Bengaluru,Standard,5,3,58.08,On Time,15-05-24
D037104,O037104,Kolkata,Standard,5,6,270.16,Late,08-10-25
D037105,O037105,Hyderabad,Standard,5,1,140.75,On Time,20-02-25
D037106,O037106,Kolkata,Standard,5,3,128.6,On Time,09-07-24
D037107,O037107,Bengaluru,Standard,7,3,180.82,On Time,11-10-25
D037108,O037108,Kolkata,Standard,7,2,41.04,On Time,29-12-25
D037109,O037109,Delhi NCR,Standard,7,5,228.59,On Time,01-05-25
D037110,O037110,Bengaluru,Standard,5,3,235.23,On Time,27-03-24
D037111,O037111,Bengaluru,Standard,3,7,157.21,Late,23-05-25
D037112,O037112,Mumbai,Standard,5,5,65.66,On Time,02-08-24
D037113,O037113,Kolkata,Standard,5,4,120.63,On Time,19-03-25
D037114,O037114,Kolkata,Standard,5,6,169.53,Late,18-12-25
D037115,O037115,Mumbai,Standard,5,7,154.32,Late,07-10-24
D037116,O037116,Bengaluru,Standard,5,4,192.4,On Time,10-12-25
D037117,O037117,Hyderabad,Standard,5,4,202.27,On Time,28-06-24
D037118,O037118,Delhi NCR,Standard,5,3,224.94,On Time,01-10-24
D037119,O037119,Bengaluru,Standard,5,9,148.27,Late,08-04-25
D037120,O037120,Mumbai,Standard,5,4,182.01,On Time,04-05-24
D037121,O037121,Bengaluru,Standard,7,5,130.64,On Time,06-10-24
D037122,O037122,Delhi NCR,Standard,5,5,73.31,On Time,04-04-24
D037123,O037123,Bengaluru,Standard,5,6,51.77,Late,09-05-24
D037124,O037124,Bengaluru,Standard,5,4,187.87,On Time,17-07-25
D037125,O037125,Kolkata,Standard,3,5,170.87,Late,23-04-25
D037126,O037126,Delhi NCR,Standard,7,5,87.71,On Time,23-07-25
D037127,O037127,Delhi NCR,Standard,5,6,129.19,Late,19-08-24
D037128,O037128,Bengaluru,Standard,7,3,80.21,On Time,19-02-25
D037129,O037129,Kolkata,Standard,5,8,48.22,Late,17-06-24
D037130,O037130,Bengaluru,Express,5,5,143.91,On Time,13-10-24
D037131,O037131,Kolkata,Standard,5,1,236.43,On Time,16-07-24
D037132,O037132,Mumbai,Standard,5,7,125.73,Late,05-01-25
D037133,O037133,Bengaluru,Standard,3,6,267.81,Late,12-06-24
D037134,O037134,Mumbai,Standard,5,1,94.44,On Time,22-11-25
D037135,O037135,Bengaluru,Express,5,2,185.87,On Time,01-05-25
D037136,O037136,Mumbai,Standard,5,5,64.59,On Time,06-05-25
D037137,O037137,Bengaluru,Express,5,2,67.29,On Time,01-06-25
D037138,O037138,Hyderabad,Standard,5,5,113.67,On Time,06-10-25
D037139,O037139,Kolkata,Standard,5,5,248.55,On Time,28-06-24
D037140,O037140,Hyderabad,Standard,5,4,61.1,On Time,29-04-24
D037141,O037141,Mumbai,Standard,5,6,207.3,Late,30-05-25
D037142,O037142,Delhi NCR,Standard,3,8,118.29,Late,08-04-25
D037143,O037143,Kolkata,Express,7,3,221.35,On Time,04-04-24
D037144,O037144,Delhi NCR,Standard,5,7,116.18,Late,13-03-24
D037145,O037145,Delhi NCR,Standard,7,4,126.5,On Time,18-01-25
D037146,O037146,Bengaluru,Express,3,4,87.67,Late,16-07-24
D037147,O037147,Bengaluru,Standard,7,5,123.07,On Time,21-11-25
D037148,O037148,Bengaluru,Standard,5,2,141.44,On Time,08-05-24
D037149,O037149,Kolkata,Standard,7,1,240.31,On Time,14-07-24
D037150,O037150,Mumbai,Standard,7,8,168.24,Late,24-09-24
D037151,O037151,Bengaluru,Standard,3,4,222.66,Late,30-01-25
D037152,O037152,Bengaluru,Express,5,6,218.41,Late,03-11-24
D037153,O037153,Kolkata,Standard,3,8,199.58,Late,27-05-24
D037154,O037154,Kolkata,Standard,5,4,84.51,On Time,26-05-24
D037155,O037155,Delhi NCR,Standard,5,3,125.31,On Time,27-02-25
D037156,O037156,Hyderabad,Express,7,1,38.73,On Time,08-12-24
D037157,O037157,Kolkata,Standard,5,5,165.16,On Time,22-04-24
D037158,O037158,Bengaluru,Express,5,5,251.1,On Time,14-07-25
D037159,O037159,Delhi NCR,Standard,5,3,114.3,On Time,05-06-24
D037160,O037160,Mumbai,Standard,5,4,217.53,On Time,20-02-25
D037161,O037161,Hyderabad,Express,5,1,279.79,On Time,05-08-25
D037162,O037162,Bengaluru,Express,5,1,189.87,On Time,01-03-24
D037163,O037163,Hyderabad,Express,3,1,267.08,On Time,18-02-25
D037164,O037164,Kolkata,Standard,5,2,58.29,On Time,21-09-25
D037165,O037165,Kolkata,Standard,5,4,154.23,On Time,10-01-24
D037166,O037166,Delhi NCR,Standard,5,4,60.36,On Time,26-12-24
D037167,O037167,Mumbai,Express,5,1,174.87,On Time,21-07-25
D037168,O037168,Delhi NCR,Standard,5,5,120.03,On Time,09-07-25
D037169,O037169,Kolkata,Standard,5,4,263.3,On Time,11-03-24
D037170,O037170,Delhi NCR,Standard,5,7,89.85,Late,25-01-25
D037171,O037171,Delhi NCR,Express,5,3,101.28,On Time,19-10-25
D037172,O037172,Hyderabad,Standard,5,1,248.67,On Time,22-06-24
D037173,O037173,Mumbai,Standard,5,1,212.48,On Time,14-08-25
D037174,O037174,Bengaluru,Standard,5,12,56.23,Late,12-06-24
D037175,O037175,Bengaluru,Standard,3,2,58.67,On Time,25-02-25
D037176,O037176,Bengaluru,Standard,5,3,103.48,On Time,07-02-25
D037177,O037177,Bengaluru,Standard,5,5,241.31,On Time,09-11-25
D037178,O037178,Delhi NCR,Standard,5,3,174.2,On Time,26-04-24
D037179,O037179,Kolkata,Express,5,7,148.72,Late,25-08-24
D037180,O037180,Delhi NCR,Standard,5,6,135.52,Late,15-04-25
D037181,O037181,Delhi NCR,Express,3,8,224.58,Late,14-09-24
D037182,O037182,Bengaluru,Standard,5,3,222.26,On Time,13-02-25
D037183,O037183,Mumbai,Standard,5,4,37.64,On Time,04-08-25
D037184,O037184,Bengaluru,Express,5,6,70.67,Late,15-12-24
D037185,O037185,Delhi NCR,Express,3,5,232.83,Late,08-09-25
D037186,O037186,Delhi NCR,Standard,5,6,276.68,Late,06-10-24
D037187,O037187,Delhi NCR,Standard,5,4,129.2,On Time,13-04-25
D037188,O037188,Bengaluru,Standard,5,6,108.22,Late,20-01-24
D037189,O037189,Delhi NCR,Standard,5,4,145.83,On Time,16-04-24
D037190,O037190,Hyderabad,Standard,3,5,174.61,Late,22-07-25
D037191,O037191,Kolkata,Standard,7,10,59.15,Late,22-06-25
D037192,O037192,Bengaluru,Express,7,3,73.6,On Time,15-03-25
D037193,O037193,Hyderabad,Standard,3,1,245.36,On Time,26-10-24
D037194,O037194,Hyderabad,Standard,5,4,102.82,On Time,22-02-25
D037195,O037195,Delhi NCR,Standard,5,6,136.09,Late,30-01-24
D037196,O037196,Bengaluru,Standard,5,4,256.93,On Time,21-03-25
D037197,O037197,Hyderabad,Express,7,3,157.21,On Time,26-07-25
D037198,O037198,Hyderabad,Standard,5,7,259.87,Late,26-09-24
D037199,O037199,Delhi NCR,Express,5,8,81.65,Late,23-07-25
D037200,O037200,Hyderabad,Express,7,4,226.08,On Time,07-03-24
D037201,O037201,Delhi NCR,Standard,5,4,233.28,On Time,02-11-24
D037202,O037202,Hyderabad,Standard,7,6,67.99,On Time,23-10-24
D037203,O037203,Mumbai,Standard,3,7,219.81,Late,20-10-24
D037204,O037204,Mumbai,Standard,5,2,81.15,On Time,02-07-25
D037205,O037205,Mumbai,Standard,5,7,41.79,Late,13-08-25
D037206,O037206,Mumbai,Standard,5,5,164.05,On Time,09-10-25
D037207,O037207,Bengaluru,Standard,3,4,249.65,Late,17-10-24
D037208,O037208,Mumbai,Standard,5,7,133.77,Late,19-02-25
D037209,O037209,Delhi NCR,Standard,5,4,101.21,On Time,27-04-25
D037210,O037210,Hyderabad,Standard,5,5,199.05,On Time,06-06-25
D037211,O037211,Bengaluru,Standard,5,4,186.48,On Time,03-02-25
D037212,O037212,Hyderabad,Standard,5,3,153.28,On Time,22-03-24
D037213,O037213,Hyderabad,Standard,3,3,146.65,On Time,30-01-25
D037214,O037214,Delhi NCR,Express,3,5,148.37,Late,19-04-25
D037215,O037215,Kolkata,Standard,5,5,246.64,On Time,29-08-24
D037216,O037216,Bengaluru,Standard,5,6,270.73,Late,06-10-25
D037217,O037217,Mumbai,Standard,7,5,47.93,On Time,03-12-24
D037218,O037218,Delhi NCR,Standard,7,5,54.42,On Time,15-12-24
D037219,O037219,Bengaluru,Standard,7,4,153.05,On Time,04-06-25
D037220,O037220,Mumbai,Standard,5,3,159.1,On Time,21-02-25
D037221,O037221,Mumbai,Standard,5,2,213.79,On Time,26-01-25
D037222,O037222,Delhi NCR,Standard,3,3,277.55,On Time,20-12-24
D037223,O037223,Kolkata,Standard,5,5,80.53,On Time,05-07-25
D037224,O037224,Mumbai,Standard,3,6,238.36,Late,07-07-25
D037225,O037225,Bengaluru,Express,7,6,54.94,On Time,12-06-25
D037226,O037226,Hyderabad,Standard,5,3,63.99,On Time,03-04-25
D037227,O037227,Hyderabad,Standard,7,5,99.2,On Time,07-05-24
D037228,O037228,Mumbai,Express,5,1,217.45,On Time,15-09-25
D037229,O037229,Mumbai,Standard,5,6,157.21,Late,26-04-25
D037230,O037230,Bengaluru,Express,5,4,173.51,On Time,13-06-24
D037231,O037231,Hyderabad,Standard,5,2,183.76,On Time,06-01-24
D037232,O037232,Bengaluru,Express,7,7,247.53,On Time,15-07-25
D037233,O037233,Hyderabad,Standard,7,4,128.74,On Time,13-02-25
D037234,O037234,Delhi NCR,Standard,5,1,40.07,On Time,28-03-25
D037235,O037235,Bengaluru,Express,5,8,132.66,Late,24-07-24
D037236,O037236,Mumbai,Standard,5,3,62.88,On Time,11-07-24
D037237,O037237,Bengaluru,Standard,5,5,202.61,On Time,31-03-25
D037238,O037238,Mumbai,Standard,7,3,207.57,On Time,25-12-25
D037239,O037239,Mumbai,Standard,7,4,52.93,On Time,19-04-24
D037240,O037240,Mumbai,Standard,5,8,135.96,Late,08-10-24
D037241,O037241,Bengaluru,Standard,5,5,104.44,On Time,19-09-25
D037242,O037242,Bengaluru,Standard,5,8,151.59,Late,16-11-24
D037243,O037243,Mumbai,Express,5,5,207.24,On Time,11-08-25
D037244,O037244,Kolkata,Standard,5,4,207.05,On Time,30-05-24
D037245,O037245,Bengaluru,Express,5,2,145.89,On Time,15-08-25
D037246,O037246,Kolkata,Express,5,4,209.81,On Time,05-10-25
D037247,O037247,Hyderabad,Standard,3,6,198.78,Late,23-10-25
D037248,O037248,Kolkata,Standard,5,2,175.67,On Time,08-04-25
D037249,O037249,Delhi NCR,Standard,3,1,82.83,On Time,22-03-24
D037250,O037250,Mumbai,Standard,5,2,58.53,On Time,05-03-24
D037251,O037251,Kolkata,Standard,5,6,115.74,Late,07-08-25
D037252,O037252,Kolkata,Standard,5,7,90.29,Late,01-12-25
D037253,O037253,Bengaluru,Standard,3,10,115.83,Late,03-06-24
D037254,O037254,Kolkata,Standard,5,6,184.2,Late,11-12-25
D037255,O037255,Mumbai,Standard,5,7,191.03,Late,26-09-24
D037256,O037256,Delhi NCR,Standard,5,4,60.42,On Time,08-12-25
D037257,O037257,Delhi NCR,Express,5,5,277.66,On Time,10-02-24
D037258,O037258,Mumbai,Express,5,8,201.71,Late,10-04-25
D037259,O037259,Hyderabad,Standard,7,6,196.22,On Time,29-01-24
D037260,O037260,Bengaluru,Standard,5,3,229.29,On Time,27-09-24
D037261,O037261,Hyderabad,Standard,3,7,125.39,Late,05-10-25
D037262,O037262,Bengaluru,Standard,5,8,201.45,Late,14-05-24
D037263,O037263,Mumbai,Standard,5,8,157.94,Late,18-03-24
D037264,O037264,Hyderabad,Standard,3,8,65.07,Late,28-09-25
D037265,O037265,Delhi NCR,Express,7,3,194.65,On Time,05-03-24
D037266,O037266,Hyderabad,Express,7,1,275.06,On Time,10-11-24
D037267,O037267,Delhi NCR,Standard,5,6,64.17,Late,25-04-24
D037268,O037268,Delhi NCR,Standard,5,1,207.87,On Time,23-09-25
D037269,O037269,Mumbai,Express,5,4,257.68,On Time,24-03-24
D037270,O037270,Mumbai,Standard,5,4,251.05,On Time,24-09-25
D037271,O037271,Bengaluru,Standard,5,5,151.29,On Time,11-09-24
D037272,O037272,Delhi NCR,Standard,7,3,149.48,On Time,22-07-25
D037273,O037273,Delhi NCR,Standard,5,1,279.62,On Time,19-08-24
D037274,O037274,Bengaluru,Standard,5,5,144.79,On Time,23-01-24
D037275,O037275,Bengaluru,Standard,5,6,192.54,Late,05-05-24
D037276,O037276,Bengaluru,Standard,7,10,136.87,Late,20-10-25
D037277,O037277,Kolkata,Standard,5,7,127.51,Late,29-09-24
D037278,O037278,Delhi NCR,Standard,5,1,175.98,On Time,26-01-24
D037279,O037279,Kolkata,Express,5,7,183.78,Late,13-02-24
D037280,O037280,Bengaluru,Standard,5,5,224.03,On Time,07-01-24
D037281,O037281,Kolkata,Standard,5,4,232.31,On Time,06-09-25
D037282,O037282,Bengaluru,Standard,5,9,55.62,Late,27-04-25
D037283,O037283,Delhi NCR,Standard,3,3,145.16,On Time,16-11-24
D037284,O037284,Mumbai,Express,5,1,239.73,On Time,15-04-25
D037285,O037285,Bengaluru,Standard,7,6,37.34,On Time,04-01-26
D037286,O037286,Delhi NCR,Standard,5,2,38.25,On Time,26-04-25
D037287,O037287,Delhi NCR,Standard,5,6,43.41,Late,13-04-25
D037288,O037288,Delhi NCR,Standard,7,3,40.18,On Time,05-08-24
D037289,O037289,Hyderabad,Standard,5,9,49.34,Late,30-12-24
D037290,O037290,Bengaluru,Standard,5,1,126.88,On Time,08-07-24
D037291,O037291,Delhi NCR,Standard,5,2,223,On Time,12-08-25
D037292,O037292,Bengaluru,Standard,3,9,72.43,Late,22-05-25
D037293,O037293,Kolkata,Standard,5,5,238.19,On Time,20-04-25
D037294,O037294,Hyderabad,Standard,5,8,41.95,Late,19-09-24
D037295,O037295,Hyderabad,Express,5,3,109.9,On Time,11-10-24
D037296,O037296,Bengaluru,Standard,5,4,75.42,On Time,04-07-24
D037297,O037297,Kolkata,Standard,5,6,269.52,Late,19-11-25
D037298,O037298,Bengaluru,Standard,5,10,186.65,Late,11-02-25
D037299,O037299,Bengaluru,Standard,7,5,97.04,On Time,20-08-25
D037300,O037300,Kolkata,Standard,5,6,146.37,Late,23-09-25
D037301,O037301,Kolkata,Express,5,6,41.89,Late,15-11-24
D037302,O037302,Mumbai,Standard,3,5,46.78,Late,12-12-24
D037303,O037303,Bengaluru,Standard,5,3,97.28,On Time,24-11-24
D037304,O037304,Delhi NCR,Standard,5,7,128.52,Late,02-09-24
D037305,O037305,Mumbai,Standard,5,5,206.8,On Time,25-11-24
D037306,O037306,Mumbai,Standard,5,3,176.1,On Time,23-06-25
D037307,O037307,Hyderabad,Standard,7,4,101.58,On Time,29-11-25
D037308,O037308,Bengaluru,Express,7,5,135.89,On Time,21-10-24
D037309,O037309,Delhi NCR,Standard,7,6,113.1,On Time,22-06-24
D037310,O037310,Hyderabad,Standard,5,4,84.05,Late,09-10-24
D037311,O037311,Mumbai,Standard,5,7,201.89,Late,16-09-24
D037312,O037312,Bengaluru,Standard,7,7,168.81,On Time,24-05-24
D037313,O037313,Mumbai,Standard,5,5,94.45,On Time,13-06-25
D037314,O037314,Mumbai,Standard,3,6,258.3,Late,29-02-24
D037315,O037315,Delhi NCR,Standard,7,5,204.26,On Time,16-11-25
D037316,O037316,Kolkata,Standard,5,7,268.18,Late,17-06-24
D037317,O037317,Hyderabad,Standard,5,5,107.33,On Time,02-07-24
D037318,O037318,Mumbai,Standard,5,1,161.34,On Time,04-11-24
D037319,O037319,Mumbai,Standard,5,5,63.18,On Time,29-07-25
D037320,O037320,Mumbai,Standard,3,8,182.2,Late,13-11-25
D037321,O037321,Mumbai,Standard,5,6,134.35,Late,31-07-24
D037322,O037322,Delhi NCR,Standard,5,8,110.99,Late,19-08-25
D037323,O037323,Mumbai,Express,5,11,78.72,Late,25-12-25
D037324,O037324,Mumbai,Standard,5,6,189.29,Late,14-12-25
D037325,O037325,Hyderabad,Standard,7,4,57.95,On Time,16-06-25
D037326,O037326,Delhi NCR,Standard,7,2,219.04,On Time,12-10-25
D037327,O037327,Bengaluru,Standard,5,2,62.54,On Time,26-03-25
D037328,O037328,Delhi NCR,Standard,5,4,130.55,Late,18-12-25
D037329,O037329,Bengaluru,Standard,5,8,198.2,Late,22-08-24
D037330,O037330,Kolkata,Standard,5,2,186.9,On Time,02-06-25
D037331,O037331,Kolkata,Standard,5,6,259.76,Late,27-10-24
D037332,O037332,Kolkata,Standard,5,8,48.27,Late,31-03-25
D037333,O037333,Delhi NCR,Standard,5,3,35.3,On Time,22-07-24
D037334,O037334,Delhi NCR,Standard,5,5,203.3,On Time,26-05-25
D037335,O037335,Mumbai,Standard,5,5,126.4,On Time,21-05-24
D037336,O037336,Mumbai,Standard,5,5,206.7,On Time,05-01-25
D037337,O037337,Hyderabad,Standard,5,4,278.42,On Time,27-05-25
D037338,O037338,Bengaluru,Express,5,4,117.8,On Time,30-01-24
D037339,O037339,Bengaluru,Standard,3,1,150.39,On Time,30-04-25
D037340,O037340,Hyderabad,Standard,7,6,227.09,On Time,09-04-24
D037341,O037341,Bengaluru,Standard,7,2,273.66,On Time,13-03-24
D037342,O037342,Hyderabad,Standard,3,2,149.8,On Time,29-08-25
D037343,O037343,Delhi NCR,Standard,5,1,225.65,On Time,12-05-25
D037344,O037344,Bengaluru,Standard,3,7,97.17,Late,14-01-24
D037345,O037345,Mumbai,Standard,5,1,205.26,On Time,09-03-25
D037346,O037346,Delhi NCR,Standard,7,4,48.06,On Time,09-11-25
D037347,O037347,Delhi NCR,Standard,7,7,150.68,On Time,21-10-25
D037348,O037348,Mumbai,Express,7,2,204.4,On Time,23-01-25
D037349,O037349,Bengaluru,Standard,5,5,244.19,On Time,11-03-25
D037350,O037350,Kolkata,Standard,5,4,183.48,On Time,01-01-25
D037351,O037351,Mumbai,Express,7,4,52.77,On Time,04-08-25
D037352,O037352,Mumbai,Standard,3,4,119.45,Late,20-08-24
D037353,O037353,Bengaluru,Standard,5,8,212.44,Late,18-08-24
D037354,O037354,Mumbai,Standard,5,5,229.32,On Time,09-02-24
D037355,O037355,Bengaluru,Standard,5,2,231.67,On Time,23-10-24
D037356,O037356,Delhi NCR,Standard,5,3,177.07,On Time,22-07-24
D037357,O037357,Delhi NCR,Standard,5,7,117.3,Late,02-11-25
D037358,O037358,Hyderabad,Standard,7,2,216.85,On Time,03-04-24
D037359,O037359,Delhi NCR,Express,7,6,263.86,On Time,07-12-24
D037360,O037360,Kolkata,Standard,5,5,187.71,On Time,16-08-24
D037361,O037361,Hyderabad,Standard,7,4,103.57,On Time,16-01-24
D037362,O037362,Kolkata,Express,5,3,154.42,On Time,11-02-25
D037363,O037363,Kolkata,Express,5,4,183.11,On Time,07-07-24
D037364,O037364,Delhi NCR,Express,3,4,36.82,Late,21-04-24
D037365,O037365,Bengaluru,Standard,7,7,153.26,On Time,08-08-24
D037366,O037366,Kolkata,Express,5,7,105.77,Late,03-05-25
D037367,O037367,Kolkata,Standard,7,3,166.05,On Time,24-07-24
D037368,O037368,Mumbai,Express,3,1,91.44,On Time,15-10-24
D037369,O037369,Delhi NCR,Standard,5,7,103.51,Late,28-09-24
D037370,O037370,Mumbai,Standard,5,3,215.64,On Time,15-03-25
D037371,O037371,Bengaluru,Standard,7,5,277.23,On Time,07-07-24
D037372,O037372,Bengaluru,Standard,5,4,109.93,On Time,24-07-24
D037373,O037373,Hyderabad,Standard,3,6,256.13,Late,03-08-25
D037374,O037374,Mumbai,Standard,3,5,247.91,Late,21-04-24
D037375,O037375,Mumbai,Standard,7,1,145.82,On Time,29-12-25
D037376,O037376,Hyderabad,Express,5,2,234.57,On Time,25-03-25
D037377,O037377,Delhi NCR,Express,5,1,235.78,On Time,07-09-24
D037378,O037378,Mumbai,Standard,5,3,132.35,On Time,26-06-24
D037379,O037379,Kolkata,Standard,5,1,86.17,On Time,05-03-24
D037380,O037380,Bengaluru,Standard,5,4,235.91,On Time,01-09-24
D037381,O037381,Delhi NCR,Standard,7,4,42.82,On Time,20-07-25
D037382,O037382,Delhi NCR,Standard,5,4,269.84,On Time,10-09-24
D037383,O037383,Bengaluru,Standard,3,3,126.96,On Time,21-11-24
D037384,O037384,Hyderabad,Standard,5,6,269.99,Late,20-05-25
D037385,O037385,Hyderabad,Express,5,6,139.62,Late,11-11-25
D037386,O037386,Bengaluru,Standard,5,4,58.57,On Time,24-04-24
D037387,O037387,Mumbai,Standard,5,7,199.84,Late,10-03-25
D037388,O037388,Kolkata,Standard,5,6,193.85,Late,19-02-25
D037389,O037389,Mumbai,Standard,7,3,54.74,On Time,27-11-24
D037390,O037390,Delhi NCR,Standard,3,1,160.7,On Time,31-08-25
D037391,O037391,Bengaluru,Express,5,1,220.87,On Time,17-09-24
D037392,O037392,Delhi NCR,Express,5,5,236.97,On Time,30-11-24
D037393,O037393,Mumbai,Standard,3,1,96.47,On Time,19-08-24
D037394,O037394,Bengaluru,Standard,7,6,55.8,On Time,29-11-25
D037395,O037395,Mumbai,Standard,7,2,172.4,On Time,11-06-24
D037396,O037396,Delhi NCR,Standard,5,3,228.02,On Time,01-10-24
D037397,O037397,Hyderabad,Standard,5,3,62.81,On Time,20-05-25
D037398,O037398,Mumbai,Standard,5,9,43.13,Late,02-01-26
D037399,O037399,Hyderabad,Express,7,9,256.42,Late,22-02-24
D037400,O037400,Bengaluru,Standard,3,9,190.31,Late,02-11-25
D037401,O037401,Bengaluru,Express,3,5,159.25,Late,05-12-24
D037402,O037402,Delhi NCR,Standard,5,7,183.14,Late,23-05-25
D037403,O037403,Delhi NCR,Standard,5,2,248.76,On Time,09-02-25
D037404,O037404,Kolkata,Standard,5,8,81.27,Late,27-07-24
