Customer_ID,Age,City,State,Gender,Customer_Tier,Signup_Date,Acquisition_Channel,Preferred_Device
C09400,31,Pune,Maharashtra,Male,Regular,13-03-23,Social Media,Mobile
C09401,27,Jalandhar,Punjab,Female,Regular,25-01-24,Organic,Desktop
C09402,48,Ludhiana,Punjab,Male,Regular,24-06-23,Organic,Mobile
C09403,43,Warangal,Telangana,Female,Loyal,05-03-24,Email,Mobile
C09404,24,Delhi,Delhi,Male,New,01-12-23,Email,Mobile
C09405,18,Kota,Rajasthan,Male,Regular,05-12-25,Social Media,Mobile
C09406,43,Surat,Gujarat,Female,Loyal,07-10-25,Organic,Desktop
C09407,24,Bengaluru,Karnataka,Male,Regular,22-11-23,Social Media,Mobile
C09408,38,Kanpur,Uttar Pradesh,Male,VIP,25-03-23,Organic,Mobile
C09409,28,Rourkela,Odisha,Female,Loyal,24-11-24,Organic,Mobile
C09410,20,Mumbai,Maharashtra,Female,Regular,03-12-24,Organic,Desktop
C09411,45,Warangal,Telangana,Male,New,11-02-23,Social Media,Desktop
C09412,29,Rourkela,Odisha,Male,Loyal,18-10-23,Referral,Desktop
C09413,41,Varanasi,Uttar Pradesh,Female,Loyal,04-02-24,Email,Mobile
C09414,37,Nagpur,Maharashtra,Female,Regular,05-10-24,Paid Search,Desktop
C09415,22,Siliguri,West Bengal,Male,Regular,10-09-24,Email,Mobile
C09416,51,Delhi,Delhi,Other,Loyal,11-02-23,Email,Mobile
C09417,18,Salem,Tamil Nadu,Male,New,23-01-23,Paid Search,Mobile
C09418,18,Mangaluru,Karnataka,Male,New,03-07-25,Paid Search,Desktop
C09419,33,New Delhi,Delhi,Female,Regular,10-03-24,Referral,Mobile
C09420,33,Gaya,Bihar,Male,Regular,04-05-23,Paid Search,Mobile
C09421,42,Madurai,Tamil Nadu,Female,New,04-01-23,Social Media,Mobile
C09422,18,Jalandhar,Punjab,Male,New,05-05-24,Referral,Mobile
C09423,49,Kanpur,Uttar Pradesh,Male,Regular,13-09-25,Referral,Mobile
C09424,35,Indore,Madhya Pradesh,Female,Loyal,09-04-25,Organic,Mobile
C09425,26,Nashik,Maharashtra,Other,Loyal,22-09-24,Social Media,Mobile
C09426,25,Vadodara,Gujarat,Male,VIP,27-09-25,Affiliate,Mobile
C09427,39,Pune,Maharashtra,Female,New,08-04-24,Email,Mobile
C09428,45,Salem,Tamil Nadu,Male,Regular,29-02-24,Social Media,Tablet
C09429,18,Jodhpur,Rajasthan,Female,Regular,23-11-23,Paid Search,Mobile
C09430,89,Delhi,Delhi,Male,VIP,01-12-25,Organic,Mobile
C09431,29,Durgapur,West Bengal,Male,Loyal,14-04-24,Social Media,Mobile
C09432,25,Nagpur,Maharashtra,Male,New,29-07-25,Paid Search,Mobile
C09433,18,Indore,Madhya Pradesh,Male,Regular,04-09-25,Social Media,Mobile
C09434,31,Varanasi,Uttar Pradesh,Female,Regular,10-02-23,Affiliate,Desktop
C09435,23,Mumbai,Maharashtra,Female,Loyal,21-09-23,Affiliate,Mobile
C09436,89,Kochi,Kerala,Female,Loyal,24-07-23,Paid Search,Desktop
C09437,29,Jaipur,Rajasthan,Male,Regular,30-12-24,Social Media,Mobile
C09438,30,Nagpur,Maharashtra,Female,Loyal,30-01-24,Referral,Mobile
C09439,28,Hyderabad,Telangana,Female,New,15-03-25,Referral,Desktop
C09440,46,Mumbai,Maharashtra,Male,Loyal,20-12-24,Affiliate,Mobile
C09441,25,Hyderabad,Telangana,Male,Regular,16-12-25,Paid Search,Mobile
C09442,45,Siliguri,West Bengal,Female,Regular,24-06-23,Social Media,Mobile
C09443,26,Noida,Uttar Pradesh,Female,Regular,22-10-24,Organic,Mobile
C09444,29,Nagpur,Maharashtra,Male,Loyal,04-08-25,Email,Mobile
C09445,19,Durgapur,West Bengal,Male,New,12-08-24,Social Media,Mobile
C09446,18,Hubballi,Karnataka,Male,New,17-05-25,Organic,Desktop
C09447,24,Jabalpur,Madhya Pradesh,Other,New,04-12-23,Email,Mobile
C09448,27,Kanpur,Uttar Pradesh,Male,Regular,25-06-23,Referral,Mobile
C09449,24,Bengaluru,Karnataka,Female,Regular,10-09-24,Paid Search,Desktop
C09450,34,Ahmedabad,Gujarat,Female,VIP,28-05-25,Email,Mobile
C09451,34,Madurai,Tamil Nadu,Male,Regular,11-08-23,Referral,Mobile
C09452,23,Amritsar,Punjab,Male,Loyal,13-06-24,Paid Search,Mobile
C09453,20,New Delhi,Delhi,Male,VIP,12-06-24,Email,Desktop
C09454,23,Surat,Gujarat,Male,Regular,07-05-24,Social Media,Mobile
C09455,38,Muzaffarpur,Bihar,Male,Regular,29-08-23,Organic,Desktop
C09456,45,Salem,Tamil Nadu,Female,New,01-05-24,Organic,Mobile
C09457,32,Mangaluru,Karnataka,Male,VIP,27-09-23,Organic,Desktop
C09458,39,Hyderabad,Telangana,Female,New,13-11-25,Organic,Mobile
C09459,26,New Delhi,Delhi,Male,Regular,19-02-25,Social Media,Mobile
C09460,21,Surat,Gujarat,Male,New,18-10-25,Referral,Mobile
C09461,32,Pune,Maharashtra,Male,New,11-03-24,Social Media,Mobile
C09462,33,Thiruvananthapuram,Kerala,Female,Regular,24-08-23,Social Media,Tablet
C09463,22,Rajkot,Gujarat,Female,New,13-09-24,Social Media,Mobile
C09464,39,Durgapur,West Bengal,Female,Regular,29-09-24,Referral,Desktop
C09465,31,Durgapur,West Bengal,Male,New,23-04-25,Paid Search,Desktop
C09466,24,Madurai,Tamil Nadu,Male,Loyal,10-05-23,Email,Tablet
C09467,38,Hyderabad,Telangana,Female,VIP,03-03-25,Social Media,Desktop
C09468,25,Gwalior,Madhya Pradesh,Female,Regular,06-02-23,Paid Search,Mobile
C09469,52,Indore,Madhya Pradesh,Male,Regular,11-10-24,Referral,Mobile
C09470,18,Chennai,Tamil Nadu,Female,Loyal,12-05-24,Organic,Mobile
C09471,30,Madurai,Tamil Nadu,Female,Regular,17-03-25,Referral,Desktop
C09472,21,Madurai,Tamil Nadu,Male,Loyal,17-03-25,Social Media,Mobile
C09473,37,Gwalior,Madhya Pradesh,Female,Regular,06-04-23,Referral,Mobile
C09474,39,Surat,Gujarat,Female,Regular,10-05-23,Paid Search,Desktop
C09475,19,Cuttack,Odisha,Female,Loyal,10-02-25,Social Media,Mobile
C09476,50,Gaya,Bihar,Male,Regular,08-06-24,Email,Desktop
C09477,23,Hyderabad,Telangana,Female,VIP,02-06-25,Email,Mobile
C09478,22,Thiruvananthapuram,Kerala,Female,Regular,21-09-24,Social Media,Desktop
C09479,35,Jodhpur,Rajasthan,Male,New,17-05-25,Paid Search,Desktop
C09480,28,Surat,Gujarat,Male,New,15-03-23,Organic,Mobile
C09481,30,Mangaluru,Karnataka,Female,Regular,11-04-25,Paid Search,Mobile
C09482,35,Madurai,Tamil Nadu,Male,Regular,21-10-23,Paid Search,Mobile
C09483,18,Bhopal,Madhya Pradesh,Female,Loyal,11-08-24,Social Media,Mobile
C09484,44,Gwalior,Madhya Pradesh,Female,VIP,30-03-24,Affiliate,Desktop
C09485,45,Jalandhar,Punjab,Female,Regular,29-01-25,Affiliate,Desktop
C09486,34,Warangal,Telangana,Male,Regular,23-06-25,Email,Mobile
C09487,34,New Delhi,Delhi,Female,Regular,26-12-25,Paid Search,Desktop
C09488,44,New Delhi,Delhi,Male,Regular,10-10-24,Organic,Desktop
C09489,18,Kanpur,Uttar Pradesh,Female,New,09-09-25,Social Media,Desktop
C09490,46,Muzaffarpur,Bihar,Male,New,02-11-25,Referral,Mobile
C09491,38,Durgapur,West Bengal,Male,Loyal,03-09-23,Paid Search,Mobile
C09492,23,Noida,Uttar Pradesh,Male,Regular,06-10-23,Email,Mobile
C09493,39,Siliguri,West Bengal,Male,Regular,28-02-23,Paid Search,Mobile
C09494,31,New Delhi,Delhi,Female,New,05-07-23,Social Media,Mobile
C09495,38,Mangaluru,Karnataka,Other,Regular,04-09-23,Referral,Mobile
C09496,30,Hubballi,Karnataka,Female,Regular,23-02-24,Social Media,Mobile
C09497,36,Warangal,Telangana,Female,Regular,12-03-25,Paid Search,Mobile
C09498,33,Jabalpur,Madhya Pradesh,Female,Regular,08-02-25,Paid Search,Mobile
C09499,34,Varanasi,Uttar Pradesh,Female,Regular,03-04-23,Email,Mobile
C09500,24,Mumbai,Maharashtra,Male,Regular,13-01-24,Email,Desktop
C09501,45,Bhopal,Madhya Pradesh,Female,Regular,28-02-23,Social Media,Mobile
C09502,25,Rajkot,Gujarat,Male,Loyal,17-12-24,Paid Search,Mobile
C09503,42,Delhi,Delhi,Female,Loyal,01-11-23,Organic,Desktop
C09504,26,Delhi,Delhi,Female,New,21-06-24,Paid Search,Mobile
C09505,29,Mangaluru,Karnataka,Male,Regular,07-11-23,Paid Search,Mobile
C09506,31,Kota,Rajasthan,Male,New,09-06-24,Organic,Mobile
C09507,32,Bengaluru,Karnataka,Male,VIP,28-11-24,Referral,Tablet
C09508,25,Mangaluru,Karnataka,Male,New,07-07-24,Organic,Mobile
C09509,39,Lucknow,Uttar Pradesh,Male,Regular,19-05-24,Referral,Mobile
C09510,34,Cuttack,Odisha,Male,New,27-12-25,Paid Search,Mobile
C09511,37,Patna,Bihar,Male,Loyal,24-06-25,Organic,Mobile
C09512,22,Pune,Maharashtra,Male,Loyal,29-02-24,Social Media,Mobile
C09513,29,Panipat,Haryana,Male,Regular,24-09-25,Social Media,Mobile
C09514,25,Pune,Maharashtra,Female,Loyal,24-04-24,Referral,Mobile
C09515,31,Coimbatore,Tamil Nadu,Male,VIP,27-01-25,Organic,Desktop
C09516,41,Gwalior,Madhya Pradesh,Male,Loyal,29-07-23,Organic,Tablet
C09517,33,Hyderabad,Telangana,Male,Loyal,04-08-23,Paid Search,Mobile
C09518,26,Gwalior,Madhya Pradesh,Female,Regular,22-07-23,Paid Search,Mobile
C09519,32,Pune,Maharashtra,Female,New,20-05-23,Referral,Mobile
C09520,34,Bhagalpur,Bihar,Male,Regular,15-03-23,Paid Search,Mobile
C09521,26,Hubballi,Karnataka,Male,Loyal,05-07-24,Referral,Mobile
C09522,18,Delhi,Delhi,Female,New,03-06-24,Social Media,Mobile
C09523,28,Gaya,Bihar,Male,Regular,06-01-23,Paid Search,Mobile
C09524,39,Kanpur,Uttar Pradesh,Female,Regular,06-05-25,Paid Search,Desktop
C09525,34,Jabalpur,Madhya Pradesh,Male,Regular,31-01-24,Paid Search,Mobile
C09526,38,Siliguri,West Bengal,Male,New,07-02-24,Paid Search,Mobile
C09527,38,Warangal,Telangana,Male,Loyal,04-08-25,Paid Search,Mobile
C09528,24,Siliguri,West Bengal,Female,Regular,22-10-25,Affiliate,Mobile
C09529,31,Jaipur,Rajasthan,Male,Regular,12-06-23,Email,Mobile
C09530,33,Mangaluru,Karnataka,Male,Regular,14-01-23,Paid Search,Desktop
C09531,46,Siliguri,West Bengal,Male,Loyal,29-04-24,Paid Search,Mobile
C09532,34,Udaipur,Rajasthan,Other,Loyal,02-02-23,Paid Search,Mobile
C09533,18,Cuttack,Odisha,Male,Loyal,01-12-24,Social Media,Desktop
C09534,36,Durgapur,West Bengal,Male,Loyal,29-01-24,Social Media,Desktop
C09535,39,Chennai,Tamil Nadu,Female,Regular,20-11-23,Social Media,Desktop
C09536,38,Vadodara,Gujarat,Female,Regular,25-12-23,Organic,Mobile
C09537,27,Pune,Maharashtra,Female,Loyal,22-10-25,Social Media,Desktop
C09538,36,Jabalpur,Madhya Pradesh,Female,Regular,02-10-23,Paid Search,Tablet
C09539,30,Gwalior,Madhya Pradesh,Female,Regular,01-07-24,Paid Search,Mobile
C09540,48,New Delhi,Delhi,Male,Regular,16-04-25,Email,Mobile
C09541,27,Kanpur,Uttar Pradesh,Male,Loyal,18-06-24,Organic,Mobile
C09542,20,Delhi,Delhi,Female,Loyal,26-12-24,Email,Mobile
C09543,45,Hubballi,Karnataka,Female,Regular,14-12-24,Paid Search,Mobile
C09544,36,Kanpur,Uttar Pradesh,Female,Loyal,07-05-24,Organic,Desktop
C09545,33,Hubballi,Karnataka,Female,VIP,17-09-24,Organic,Mobile
C09546,26,Ahmedabad,Gujarat,Male,Regular,29-05-25,Social Media,Mobile
C09547,39,Muzaffarpur,Bihar,Female,Regular,03-11-23,Referral,Desktop
C09548,27,Jodhpur,Rajasthan,Female,Loyal,24-01-24,Paid Search,Mobile
C09549,45,Surat,Gujarat,Male,Regular,06-11-23,Email,Mobile
C09550,20,Bhopal,Madhya Pradesh,Male,Regular,28-09-23,Paid Search,Mobile
C09551,40,Patna,Bihar,Female,Regular,15-07-24,Organic,Tablet
C09552,18,Muzaffarpur,Bihar,Male,New,14-11-23,Social Media,Mobile
C09553,35,Bengaluru,Karnataka,Male,Loyal,23-12-25,Organic,Mobile
C09554,27,Mangaluru,Karnataka,Female,New,17-10-23,Affiliate,Desktop
C09555,22,Vadodara,Gujarat,Male,VIP,27-01-25,Social Media,Mobile
C09556,22,New Delhi,Delhi,Male,Regular,25-02-23,Referral,Mobile
C09557,21,Delhi,Delhi,Male,Regular,26-04-24,Email,Mobile
C09558,42,Gurugram,Haryana,Male,Regular,03-06-25,Referral,Desktop
C09559,32,Siliguri,West Bengal,Male,VIP,26-10-25,Social Media,Desktop
C09560,29,Gwalior,Madhya Pradesh,Male,VIP,30-03-24,Organic,Desktop
C09561,27,Madurai,Tamil Nadu,Female,Regular,03-04-25,Social Media,Mobile
C09562,31,Mangaluru,Karnataka,Male,New,26-05-24,Referral,Mobile
C09563,24,Mysuru,Karnataka,Female,Loyal,16-09-23,Affiliate,Mobile
C09564,18,Bengaluru,Karnataka,Female,Regular,05-11-25,Organic,Mobile
C09565,46,Jabalpur,Madhya Pradesh,Male,New,10-02-25,Organic,Desktop
C09566,31,Noida,Uttar Pradesh,Female,Regular,27-11-25,Social Media,Mobile
C09567,27,Warangal,Telangana,Male,Regular,20-04-25,Organic,Desktop
C09568,41,Mangaluru,Karnataka,Male,New,22-12-23,Referral,Tablet
C09569,24,Delhi,Delhi,Male,Loyal,04-11-24,Organic,Desktop
C09570,41,Jodhpur,Rajasthan,Male,Regular,27-05-24,Affiliate,Mobile
C09571,35,Rajkot,Gujarat,Male,Regular,28-05-23,Email,Desktop
C09572,33,Lucknow,Uttar Pradesh,Male,Loyal,06-01-23,Paid Search,Desktop
C09573,18,Vadodara,Gujarat,Male,New,12-12-23,Email,Mobile
C09574,26,Delhi,Delhi,Female,Regular,04-07-23,Organic,Mobile
C09575,39,Durgapur,West Bengal,Male,Regular,14-02-23,Social Media,Mobile
C09576,29,Delhi,Delhi,Female,New,24-01-23,Paid Search,Desktop
C09577,27,Jaipur,Rajasthan,Male,Regular,04-05-25,Affiliate,Mobile
C09578,42,Varanasi,Uttar Pradesh,Male,Regular,23-11-23,Organic,Tablet
C09579,31,Salem,Tamil Nadu,Male,Regular,15-12-25,Social Media,Mobile
C09580,24,Kolkata,West Bengal,Female,New,06-11-23,Paid Search,Mobile
C09581,28,Amritsar,Punjab,Male,Regular,28-05-23,Organic,Mobile
C09582,18,Rajkot,Gujarat,Female,Regular,24-12-24,Social Media,Mobile
C09583,40,Siliguri,West Bengal,Female,Regular,14-09-25,Email,Mobile
C09584,22,Nagpur,Maharashtra,Male,Regular,26-04-24,Email,Tablet
C09585,22,Rajkot,Gujarat,Male,New,09-05-23,Paid Search,Desktop
C09586,25,Panipat,Haryana,Male,Regular,17-07-23,Affiliate,Desktop
C09587,31,Ahmedabad,Gujarat,Female,Loyal,06-08-25,Organic,Mobile
C09588,55,Kanpur,Uttar Pradesh,Male,Regular,15-11-23,Organic,Desktop
C09589,25,Nashik,Maharashtra,Male,Regular,03-03-24,Organic,Desktop
C09590,44,Noida,Uttar Pradesh,Male,Regular,08-09-25,Paid Search,Desktop
C09591,54,Amritsar,Punjab,Male,VIP,24-10-24,Referral,Mobile
C09592,32,Mumbai,Maharashtra,Male,VIP,16-07-25,Referral,Mobile
C09593,37,Lucknow,Uttar Pradesh,Male,Loyal,22-04-24,Paid Search,Mobile
C09594,28,Kota,Rajasthan,Female,Loyal,07-04-24,Paid Search,Desktop
C09595,23,Hubballi,Karnataka,Female,Regular,05-01-25,Affiliate,Mobile
C09596,38,Hyderabad,Telangana,Female,Loyal,19-12-24,Organic,Desktop
C09597,25,Mumbai,Maharashtra,Male,New,05-05-24,Email,Mobile
C09598,32,Kozhikode,Kerala,Male,Loyal,23-04-23,Organic,Mobile
C09599,32,Mumbai,Maharashtra,Male,Loyal,23-02-23,Organic,Tablet
C09600,25,Mangaluru,Karnataka,Female,New,25-11-24,Paid Search,Mobile
C09601,35,Lucknow,Uttar Pradesh,Male,Loyal,27-09-25,Organic,Mobile
C09602,22,Pune,Maharashtra,Male,New,26-06-24,Paid Search,Mobile
C09603,43,Mysuru,Karnataka,Female,Loyal,20-07-25,Email,Mobile
C09604,26,Pune,Maharashtra,Female,Loyal,06-02-24,Affiliate,Mobile
C09605,20,Noida,Uttar Pradesh,Male,VIP,05-08-24,Paid Search,Desktop
C09606,45,Bhopal,Madhya Pradesh,Male,Regular,23-08-25,Social Media,Mobile
C09607,36,Bhopal,Madhya Pradesh,Male,Regular,05-09-24,Affiliate,Mobile
C09608,29,Pune,Maharashtra,Male,New,26-08-24,Email,Mobile
C09609,39,Kolkata,West Bengal,Male,Regular,17-06-25,Social Media,Tablet
C09610,19,Patna,Bihar,Female,Regular,22-06-24,Social Media,Mobile
C09611,30,Udaipur,Rajasthan,Male,Regular,06-07-25,Email,Mobile
C09612,37,Ahmedabad,Gujarat,Male,Loyal,05-07-23,Organic,Desktop
C09613,31,Thiruvananthapuram,Kerala,Male,Loyal,24-05-23,Organic,Mobile
C09614,33,Gurugram,Haryana,Male,Regular,07-02-25,Organic,Desktop
C09615,19,Jodhpur,Rajasthan,Female,VIP,16-04-25,Social Media,Mobile
C09616,39,New Delhi,Delhi,Male,Regular,05-06-23,Organic,Mobile
C09617,27,Madurai,Tamil Nadu,Female,Loyal,30-03-24,Social Media,Mobile
C09618,35,Nagpur,Maharashtra,Male,New,29-04-25,Social Media,Mobile
C09619,36,Hubballi,Karnataka,Female,Loyal,10-12-23,Organic,Mobile
C09620,45,Pune,Maharashtra,Male,New,27-04-23,Social Media,Mobile
C09621,42,Rourkela,Odisha,Male,New,29-02-24,Paid Search,Desktop
C09622,18,Mangaluru,Karnataka,Male,Loyal,17-06-24,Social Media,Tablet
C09623,27,Jabalpur,Madhya Pradesh,Male,New,24-09-24,Organic,Mobile
C09624,31,Rajkot,Gujarat,Female,Regular,02-08-23,Organic,Desktop
C09625,30,Surat,Gujarat,Male,Loyal,17-05-23,Referral,Desktop
C09626,29,Delhi,Delhi,Male,New,19-02-24,Organic,Mobile
C09627,37,Gurugram,Haryana,Male,New,24-08-23,Social Media,Desktop
C09628,40,Hyderabad,Telangana,Male,Regular,22-01-23,Social Media,Mobile
C09629,19,Delhi,Delhi,Male,Loyal,27-08-23,Referral,Mobile
C09630,33,Bengaluru,Karnataka,Male,New,30-06-24,Social Media,Mobile
C09631,36,Bhagalpur,Bihar,Male,New,16-04-24,Affiliate,Mobile
C09632,28,Lucknow,Uttar Pradesh,Female,New,13-01-24,Referral,Desktop
C09633,24,Hubballi,Karnataka,Male,New,29-08-23,Paid Search,Desktop
C09634,29,Jaipur,Rajasthan,Female,Regular,05-02-24,Referral,Mobile
C09635,18,Varanasi,Uttar Pradesh,Female,Regular,03-06-25,Paid Search,Desktop
C09636,50,Durgapur,West Bengal,Female,Loyal,28-06-23,Organic,Mobile
C09637,27,Udaipur,Rajasthan,Male,VIP,28-10-23,Social Media,Desktop
C09638,22,Ludhiana,Punjab,Female,Regular,07-10-25,Social Media,Mobile
C09639,19,Lucknow,Uttar Pradesh,Female,VIP,11-10-23,Social Media,Mobile
C09640,30,Delhi,Delhi,Male,New,25-02-23,Referral,Desktop
C09641,34,Hubballi,Karnataka,Female,New,18-04-23,Paid Search,Desktop
C09642,18,Noida,Uttar Pradesh,Male,Regular,23-04-24,Organic,Mobile
C09643,31,Varanasi,Uttar Pradesh,Male,New,07-03-25,Affiliate,Mobile
C09644,22,Chennai,Tamil Nadu,Male,Loyal,21-05-24,Affiliate,Mobile
C09645,29,Nashik,Maharashtra,Male,New,22-11-23,Paid Search,Mobile
C09646,19,Hubballi,Karnataka,Female,Loyal,07-07-25,Paid Search,Mobile
C09647,42,Jalandhar,Punjab,Female,Regular,14-08-23,Organic,Mobile
C09648,40,Varanasi,Uttar Pradesh,Male,Loyal,02-08-23,Organic,Mobile
C09649,35,Chennai,Tamil Nadu,Female,Loyal,13-05-25,Paid Search,Mobile
C09650,33,Surat,Gujarat,Male,Regular,09-12-24,Organic,Mobile
C09651,45,Muzaffarpur,Bihar,Female,Loyal,27-09-23,Social Media,Mobile
C09652,43,Muzaffarpur,Bihar,Female,New,28-02-23,Paid Search,Mobile
C09653,52,Kolkata,West Bengal,Female,New,03-07-25,Referral,Mobile
C09654,34,Udaipur,Rajasthan,Male,Regular,28-04-23,Paid Search,Desktop
C09655,36,Amritsar,Punjab,Male,Loyal,03-12-25,Organic,Desktop
C09656,30,Ahmedabad,Gujarat,Female,Loyal,24-12-24,Email,Mobile
C09657,35,Durgapur,West Bengal,Female,Loyal,18-04-24,Paid Search,Mobile
C09658,35,Ahmedabad,Gujarat,Female,New,16-12-23,Social Media,Mobile
C09659,23,Ahmedabad,Gujarat,Male,Loyal,10-07-24,Organic,Mobile
C09660,31,Ahmedabad,Gujarat,Female,New,11-07-23,Social Media,Tablet
C09661,18,Mysuru,Karnataka,Male,Loyal,09-11-24,Organic,Mobile
C09662,34,Coimbatore,Tamil Nadu,Female,Loyal,06-08-25,Paid Search,Mobile
C09663,45,Kochi,Kerala,Male,Loyal,07-08-23,Organic,Mobile
C09664,18,Faridabad,Haryana,Male,Regular,07-10-23,Paid Search,Mobile
C09665,27,Udaipur,Rajasthan,Male,Regular,12-03-25,Paid Search,Mobile
C09666,28,Salem,Tamil Nadu,Female,Loyal,05-02-25,Organic,Mobile
C09667,30,Kolkata,West Bengal,Male,Regular,05-10-23,Paid Search,Mobile
C09668,18,Warangal,Telangana,Female,Regular,26-11-25,Organic,Mobile
C09669,41,Warangal,Telangana,Female,New,25-06-23,Email,Tablet
C09670,35,Patna,Bihar,Female,Loyal,31-01-23,Organic,Mobile
C09671,21,Nashik,Maharashtra,Female,New,28-04-24,Referral,Desktop
C09672,35,Nagpur,Maharashtra,Male,Regular,26-05-25,Paid Search,Mobile
C09673,30,Pune,Maharashtra,Female,Regular,25-11-24,Paid Search,Mobile
C09674,28,Ahmedabad,Gujarat,Male,Regular,24-12-24,Email,Mobile
C09675,38,Salem,Tamil Nadu,Female,New,26-05-24,Organic,Mobile
C09676,26,Mangaluru,Karnataka,Female,New,13-08-25,Paid Search,Desktop
C09677,31,Hubballi,Karnataka,Male,New,11-09-23,Email,Mobile
C09678,32,Delhi,Delhi,Male,Regular,03-05-25,Organic,Mobile
C09679,42,Mumbai,Maharashtra,Female,VIP,09-01-24,Organic,Desktop
C09680,20,Amritsar,Punjab,Female,Regular,18-01-24,Referral,Desktop
C09681,34,Kolkata,West Bengal,Female,Regular,03-10-25,Email,Mobile
C09682,25,Siliguri,West Bengal,Female,Regular,21-01-25,Paid Search,Desktop
C09683,37,Chennai,Tamil Nadu,Female,Regular,05-10-23,Referral,Mobile
C09684,35,Nashik,Maharashtra,Female,Regular,10-10-23,Affiliate,Desktop
C09685,23,Udaipur,Rajasthan,Female,New,11-03-24,Email,Tablet
C09686,18,Hubballi,Karnataka,Female,Regular,22-10-25,Email,Mobile
C09687,31,Gaya,Bihar,Male,Regular,10-10-25,Organic,Mobile
C09688,33,Surat,Gujarat,Male,Regular,14-11-24,Email,Mobile
C09689,42,Panipat,Haryana,Female,Regular,15-03-23,Organic,Desktop
C09690,29,Lucknow,Uttar Pradesh,Female,Regular,24-03-24,Affiliate,Mobile
C09691,37,Varanasi,Uttar Pradesh,Female,New,30-07-25,Referral,Desktop
C09692,37,Durgapur,West Bengal,Male,Loyal,01-10-24,Email,Mobile
C09693,41,Bhopal,Madhya Pradesh,Female,Regular,05-02-25,Affiliate,Tablet
C09694,27,Nagpur,Maharashtra,Male,New,13-08-25,Paid Search,Desktop
C09695,32,Rajkot,Gujarat,Female,Regular,23-01-24,Affiliate,Desktop
C09696,35,Delhi,Delhi,Male,Regular,01-05-24,Organic,Mobile
C09697,38,Pune,Maharashtra,Male,New,20-01-24,Referral,Mobile
C09698,29,Pune,Maharashtra,Male,Loyal,13-04-25,Paid Search,Mobile
C09699,28,Jaipur,Rajasthan,Female,Regular,06-07-24,Organic,Mobile
C09700,45,Indore,Madhya Pradesh,Male,Regular,13-02-23,Organic,Mobile
C09701,21,Madurai,Tamil Nadu,Female,New,15-12-24,Social Media,Mobile
C09702,19,Durgapur,West Bengal,Male,Loyal,27-01-23,Social Media,Tablet
C09703,37,Hubballi,Karnataka,Female,New,05-10-25,Social Media,Mobile
C09704,29,Delhi,Delhi,Male,New,30-03-25,Email,Mobile
C09705,35,Hyderabad,Telangana,Male,New,22-07-25,Social Media,Mobile
C09706,28,Hubballi,Karnataka,Male,Loyal,13-12-23,Paid Search,Mobile
C09707,19,Nashik,Maharashtra,Male,New,01-12-23,Social Media,Desktop
C09708,19,Siliguri,West Bengal,Female,Regular,04-12-25,Email,Mobile
C09709,28,Delhi,Delhi,Male,New,02-12-24,Referral,Mobile
C09710,35,Ahmedabad,Gujarat,Female,Loyal,24-02-23,Paid Search,Mobile
C09711,26,Udaipur,Rajasthan,Female,Regular,17-06-24,Referral,Mobile
C09712,30,Bhopal,Madhya Pradesh,Female,Loyal,02-05-24,Paid Search,Mobile
C09713,43,Hubballi,Karnataka,Male,Regular,09-05-24,Paid Search,Mobile
C09714,22,Hubballi,Karnataka,Female,Regular,15-04-24,Affiliate,Desktop
C09715,27,Gwalior,Madhya Pradesh,Male,New,17-06-24,Paid Search,Mobile
C09716,33,Pune,Maharashtra,Female,Loyal,29-11-24,Organic,Mobile
C09717,24,Nashik,Maharashtra,Female,Loyal,20-05-23,Organic,Desktop
C09718,40,Varanasi,Uttar Pradesh,Female,Regular,21-11-24,Paid Search,Mobile
C09719,21,Kolkata,West Bengal,Female,Loyal,19-04-25,Social Media,Desktop
C09720,35,Coimbatore,Tamil Nadu,Male,Regular,12-01-25,Email,Mobile
C09721,19,New Delhi,Delhi,Male,Regular,05-07-25,Email,Mobile
C09722,36,Ahmedabad,Gujarat,Female,Regular,16-05-24,Referral,Mobile
C09723,30,Udaipur,Rajasthan,Female,Regular,10-05-25,Email,Desktop
C09724,33,Pune,Maharashtra,Female,Regular,25-02-24,Organic,Mobile
C09725,40,Bengaluru,Karnataka,Male,New,07-06-24,Email,Tablet
C09726,18,Kanpur,Uttar Pradesh,Male,New,09-10-24,Email,Mobile
C09727,35,Salem,Tamil Nadu,Male,New,22-03-24,Organic,Mobile
C09728,18,Siliguri,West Bengal,Male,New,21-08-24,Paid Search,Desktop
C09729,28,Hyderabad,Telangana,Female,New,25-06-24,Referral,Mobile
C09730,18,Coimbatore,Tamil Nadu,Female,New,04-04-23,Email,Desktop
C09731,22,Bhagalpur,Bihar,Female,Regular,03-11-24,Email,Mobile
C09732,29,Lucknow,Uttar Pradesh,Male,VIP,26-08-23,Affiliate,Desktop
C09733,21,Salem,Tamil Nadu,Female,Regular,28-08-23,Organic,Desktop
C09734,31,Jabalpur,Madhya Pradesh,Female,VIP,28-08-23,Paid Search,Tablet
C09735,25,Delhi,Delhi,Female,New,12-08-23,Organic,Desktop
C09736,45,Nashik,Maharashtra,Male,Regular,02-03-23,Organic,Mobile
C09737,39,Kanpur,Uttar Pradesh,Male,New,12-11-23,Organic,Desktop
C09738,37,Varanasi,Uttar Pradesh,Male,Loyal,26-06-23,Organic,Mobile
